"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","8/1852","39/22026",0.0143562554019253,0.11431168363783,0.0969676899954605,"ATHLECRK/AtGILP/MIEL1/WRKY4/AtRIN4/CBP60a/IOS1/AHL27",8
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","8/1852","39/22026",0.0143562554019253,0.11431168363783,0.0969676899954605,"ATTIL/ATSDAT/VQ9/ATKCO1/AtSFT12/AHA4/AHA1/AT-NHX1",8
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","8/1852","39/22026",0.0143562554019253,0.11431168363783,0.0969676899954605,"ATHLECRK/AtGILP/MIEL1/WRKY4/AtRIN4/CBP60a/IOS1/AHL27",8
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","8/1852","39/22026",0.0143562554019253,0.11431168363783,0.0969676899954605,"NA/NA/NA/NA/AGD5/CAR9/NA/CAR10",8
"GO:0006714","BP","GO:0006714","sesquiterpenoid metabolic process","9/1852","47/22026",0.0151065876435739,0.118727514131959,0.100713526543401,"AAO3/DIV2/ABA3/D14/ATPUB44/ATCCD8/CYP707A4/ATMYB96/ATNCED2",9
"GO:0006694","BP","GO:0006694","steroid biosynthetic process","11/1852","63/22026",0.0151343080945461,0.118727514131959,0.100713526543401,"CYP710A1/SQE6/AtHMGR1/CBB3/AtDWF4/ROT3/SMT3/ATSMO1/NA/BR6OX2/DRY2",11
"GO:0120255","BP","GO:0120255","olefinic compound biosynthetic process","11/1852","63/22026",0.0151343080945461,0.118727514131959,0.100713526543401,"AAO3/DIV2/ABA3/ACO3/ANAC047/ATPUB44/ACCS7/ATMYB96/XBAT32/ATNCED2/ACO5",11
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","26/1852","198/22026",0.0153946977472105,0.118727514131959,0.100713526543401,"APRR7/PAPP2C/UBC32/RZFP/TREPH1/FBI1/ckl3/ATHO1/LRK10L1.1/ATPCAP1/AtSTOP1/ATGSTU19/UBC34/ATMGL/AtOCT4/AtOCT5/ATMYB38/ATOCT6/ATKCO1/AtHBP2/SHB1/AtSAP10/ATRBOH/UGT74E2/AtJAZ1/ATCOR413-PM1",26
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","26/1852","198/22026",0.0153946977472105,0.118727514131959,0.100713526543401,"APRR7/PAPP2C/UBC32/RZFP/TREPH1/FBI1/ckl3/ATHO1/LRK10L1.1/ATPCAP1/AtSTOP1/ATGSTU19/UBC34/ATMGL/AtOCT4/AtOCT5/ATMYB38/ATOCT6/ATKCO1/AtHBP2/SHB1/AtSAP10/ATRBOH/UGT74E2/AtJAZ1/ATCOR413-PM1",26
"GO:0009688","BP","GO:0009688","abscisic acid biosynthetic process","6/1852","25/22026",0.0154078615932631,0.118727514131959,0.100713526543401,"AAO3/DIV2/ABA3/ATPUB44/ATMYB96/ATNCED2",6
"GO:0043289","BP","GO:0043289","apocarotenoid biosynthetic process","6/1852","25/22026",0.0154078615932631,0.118727514131959,0.100713526543401,"AAO3/DIV2/ABA3/ATPUB44/ATMYB96/ATNCED2",6
"GO:1902645","BP","GO:1902645","tertiary alcohol biosynthetic process","6/1852","25/22026",0.0154078615932631,0.118727514131959,0.100713526543401,"AAO3/DIV2/ABA3/ATPUB44/ATMYB96/ATNCED2",6
"GO:0006873","BP","GO:0006873","cellular ion homeostasis","23/1852","170/22026",0.0157026397730852,0.120513030547654,0.102228134646169,"ATGLR1.1/ATGLR1.2/ATGLR1.3/ATNRAMP3/ATTIL/COPT1/AtGDPD1/ATFER1/ATSDAT/VQ9/MEB2/ATKCO1/cMCU/AtSFT12/NA/AtCOPT5/AHA4/NA/ATCAX1/ATGLR2.5/ATMT-1/AHA1/AT-NHX1",23
"GO:0051274","BP","GO:0051274","beta-glucan biosynthetic process","12/1852","72/22026",0.0163499140987419,0.124978743370783,0.106016285103421,"COBL2/TBR/YIP4b/ATCSLE1/ATCTL1/ATCSLB03/ATCSLD2/CYT1/ANY1/ATCESA3/CSI1/CESA6",12
"GO:0009826","BP","GO:0009826","unidimensional cell growth","42/1852","357/22026",0.0168609689650246,0.128371759729729,0.10889449446902,"A39/ATBET11/ATBRI1/ATCDPK2/PATL1/CBB3/ATGRP-3/LNG2/LNG4/AKT6/ATPCAP1/GASA1/ATIPK2A/PIP5K5/AtDWF4/ATRAB1C/ATEXLA1/ATNAS3/HAT2/ROT3/YIP4b/ATHAM3/THE1/MAP18/ATIPT7/ATPCB/ATCBL1/HERK1/PICALM5B/ATEXP11/ATFH8/CHI2/ATEXP9/ECH/AUN1/ATERDJ3A/ATRAB1A/GABA-T/AtNPF8.2/ATEXP12/GDPDL3/KLCR2",42
"GO:0033037","BP","GO:0033037","polysaccharide localization","9/1852","48/22026",0.0172452843563529,0.130776739702343,0.110934577730925,"ATEXO70E2/BGLU26/FLS2/NSL1/ATEXO70E1/IOS1/ATECS1/YIP4b/ATRBOH",9
"GO:0002238","BP","GO:0002238","response to molecule of fungal origin","5/1852","19/22026",0.0179051227549919,0.134183096410939,0.113824103375387,"ATWI-12/IOS1/AtRLP30/ATKTI1/LAG1",5
"GO:0046149","BP","GO:0046149","pigment catabolic process","5/1852","19/22026",0.0179051227549919,0.134183096410939,0.113824103375387,"ATNYE1/ACD1/NYC1/ATCLH2/ATPUB44",5
"GO:1990069","BP","GO:1990069","stomatal opening","5/1852","19/22026",0.0179051227549919,0.134183096410939,0.113824103375387,"UBC32/UBC34/ATCDPK3/MAPKKK18/AHA1",5
"GO:0016197","BP","GO:0016197","endosomal transport","12/1852","73/22026",0.0181158270253957,0.135231818146606,0.114713707315417,"CHMP1A/VPS37-1/NA/ATVTI12/EMB258/NA/EXT-like/NA/CHMP1B/VPS20.2/VPS60.1/VPS60.2",12
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","18/1852","126/22026",0.0183004211669476,0.13607822898847,0.115431696076589,"ATMC8/NA/RZFP/APX1/TPX2/ATWRKY8/ATPCAP1/AtDJ1A/AtSTOP1/AtOCT5/ATWRKY6/ATOCT6/AtSAP10/ATRBOH/GRXC1/UGT74E2/NA/AHK5",18
"GO:1901361","BP","GO:1901361","organic cyclic compound catabolic process","30/1852","240/22026",0.0186543228968738,0.138172135875682,0.117207903962406,"ATNYE1/APUM5/ACD1/BFN1/AtDMR6/NA/BGLU26/NYC1/ATCLH2/ATHO1/AtHGO/AtTAT1/ATHSPRO2/HPD/ALDH6B2/AT-POX/ATPUB44/ECT8/GSDA/ATXDH1/ASAT1/AtTAT2/AtPAT1H2/PDH2/NA/AtBFN2/NA/ATGSTU24/ATNUDX25/KAT2",30
"GO:0043455","BP","GO:0043455","regulation of secondary metabolic process","11/1852","65/22026",0.0188767284544326,0.139098806774487,0.117993975285857,"AtKFB50/DIV2/AtMYB85/KFB01/ATPUB44/AtMAPR5/GSL-OH/ATBCB/ATWRKY13/ATMYB96/PRX52",11
"GO:0044550","BP","GO:0044550","secondary metabolite biosynthetic process","23/1852","173/22026",0.0189956449739119,0.139098806774487,0.117993975285857,"AtMYB85/APX1/CCOAMT/ATMYBL2/AtMAPR5/GSL-OH/ANAC043/ATECS1/ATCTL1/ATBCB/ATWRKY13/PSE1/ATC4H/AtDIR5/ABCG6/PRX72/ESB1/PRX52/ATWRKY33/ATCAD5/ATCAD1/ATGPAT5/ATCESA3",23
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","8/1852","41/22026",0.0192151483161179,0.139098806774487,0.117993975285857,"NA/NA/NA/NA/AGD5/CAR9/NA/CAR10",8
"GO:0009970","BP","GO:0009970","cellular response to sulfate starvation","4/1852","13/22026",0.019216161689411,0.139098806774487,0.117993975285857,"ATMGL/AtSAT1/CAT1/SEL1",4
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","4/1852","13/22026",0.019216161689411,0.139098806774487,0.117993975285857,"FLS2/ATCDPK2/EFR/ATCDPK3",4
"GO:0032412","BP","GO:0032412","regulation of ion transmembrane transporter activity","4/1852","13/22026",0.019216161689411,0.139098806774487,0.117993975285857,"FLS2/ATCDPK2/EFR/ATCDPK3",4
"GO:0009631","BP","GO:0009631","cold acclimation","10/1852","57/22026",0.0194157626566415,0.139734800388161,0.11853347247116,"MYC70/AtCOR47/AZI1/NA/AtZAT12/NA/LTI30/ATCOR413-PM1/ATCAX1/ERD14",10
"GO:0009789","BP","GO:0009789","positive regulation of abscisic acid-activated signaling pathway","9/1852","49/22026",0.0195965078514009,0.139734800388161,0.11853347247116,"AIRP1/ATCDPK2/CARK1/RHA2A/CAR9/MAPKKK18/KAT2/NA/CAR10",9
"GO:1901421","BP","GO:1901421","positive regulation of response to alcohol","9/1852","49/22026",0.0195965078514009,0.139734800388161,0.11853347247116,"AIRP1/ATCDPK2/CARK1/RHA2A/CAR9/MAPKKK18/KAT2/NA/CAR10",9
"GO:1905959","BP","GO:1905959","positive regulation of cellular response to alcohol","9/1852","49/22026",0.0195965078514009,0.139734800388161,0.11853347247116,"AIRP1/ATCDPK2/CARK1/RHA2A/CAR9/MAPKKK18/KAT2/NA/CAR10",9
"GO:0009739","BP","GO:0009739","response to gibberellin","17/1852","118/22026",0.0198602289102525,0.141088838094768,0.1196820681737,"NA/DIV2/ATGID1B/AtILP/GASA1/ATBT4/GASA4/SCL-3/ZFP6/VI1/ATBETAFRUCT4/MAP18/AtHB23/MERI-5/ATFPF1/SLY1/ATGA3OX1",17
"GO:0010102","BP","GO:0010102","lateral root morphogenesis","12/1852","74/22026",0.0200207763736708,0.141702606111425,0.120202711951084,"ICK1/SKP2A/NodGS/PILS5/XBAT32/AtAUX1/LBD13/AtPLAIVB/AIR3/AtPLAIVA/AtNGR2/AIR12",12
"GO:0090698","BP","GO:0090698","post-embryonic plant morphogenesis","26/1852","203/22026",0.0205747809443251,0.145086370422898,0.123073073040438,"ICK1/DA1/EMB173/ATGID1B/ACA10/PI/ATBRI1/CBB3/SKP2A/ANAC056/TAX1/NodGS/PILS5/AtMYB88/LSH6/XBAT32/AtAUX1/LBD13/AtPLAIVB/AIR3/AtPLAIVA/AtNGR2/AIR12/ANAC018/IAA20/GDPDL3",26
"GO:1905393","BP","GO:1905393","plant organ formation","18/1852","128/22026",0.0211853861018281,0.148842914855123,0.126259654012443,"ICK1/PI/D14/ATBRI1/CBB3/A-PTF-1/SKP2A/NodGS/PILS5/ABS4/ATCCD8/GAT/XBAT32/AtAUX1/LBD13/AtPLAIVB/AtPLAIVA/SASP",18
"GO:0048646","BP","GO:0048646","anatomical structure formation involved in morphogenesis","28/1852","223/22026",0.021282551035157,0.148977857246099,0.126374122206061,"ICK1/PI/D14/MIOX2/ATBRI1/CBB3/A-PTF-1/LSD1/APY6/SKP2A/TAX1/NodGS/PILS5/ABS4/AtMYB88/ATCCD8/AtFAX1/MIOX4/GAT/ABCG16/XBAT32/AtAUX1/LBD13/AtPLAIVB/AtPLAIVA/AtMYB36/SASP/CSI1",28
"GO:0009742","BP","GO:0009742","brassinosteroid mediated signaling pathway","12/1852","75/22026",0.0220707853800784,0.151159005459876,0.128224334687382,"ATSK21/ATBRI1/VIK/THE1/BBX20/BSK7/HERK1/BEH4/IBL1/BIM1/ATIWS1/BEH3",12
"GO:0010101","BP","GO:0010101","post-embryonic root morphogenesis","12/1852","75/22026",0.0220707853800784,0.151159005459876,0.128224334687382,"ICK1/SKP2A/NodGS/PILS5/XBAT32/AtAUX1/LBD13/AtPLAIVB/AIR3/AtPLAIVA/AtNGR2/AIR12",12
"GO:0043401","BP","GO:0043401","steroid hormone mediated signaling pathway","12/1852","75/22026",0.0220707853800784,0.151159005459876,0.128224334687382,"ATSK21/ATBRI1/VIK/THE1/BBX20/BSK7/HERK1/BEH4/IBL1/BIM1/ATIWS1/BEH3",12
"GO:0048545","BP","GO:0048545","response to steroid hormone","12/1852","75/22026",0.0220707853800784,0.151159005459876,0.128224334687382,"ATSK21/ATBRI1/VIK/THE1/BBX20/BSK7/HERK1/BEH4/IBL1/BIM1/ATIWS1/BEH3",12
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus","12/1852","75/22026",0.0220707853800784,0.151159005459876,0.128224334687382,"ATSK21/ATBRI1/VIK/THE1/BBX20/BSK7/HERK1/BEH4/IBL1/BIM1/ATIWS1/BEH3",12
"GO:0006906","BP","GO:0006906","vesicle fusion","9/1852","50/22026",0.0221708590396338,0.151159005459876,0.128224334687382,"ATG14a/ATSYP122/AT-SYR1/ATSYP52/ATVTI12/EMB258/EMB2754/ATSYP22/ATSEC22",9
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","5/1852","20/22026",0.0222591967641536,0.151159005459876,0.128224334687382,"ATCAL4/TREPH1/AtXTH22/AtCML24/ACAM-1",5
"GO:0010268","BP","GO:0010268","brassinosteroid homeostasis","6/1852","27/22026",0.022306038482305,0.151159005459876,0.128224334687382,"ATBRI1/CBB3/AtDWF4/ROT3/NA/BR6OX2",6
"GO:0051788","BP","GO:0051788","response to misfolded protein","6/1852","27/22026",0.022306038482305,0.151159005459876,0.128224334687382,"ATCHIP/NA/ATRMA1/ATRMA3/AtCDC48B/ATBAG1",6
"GO:0034220","BP","GO:0034220","ion transmembrane transport","41/1852","354/22026",0.0227436348329949,0.153579809773333,0.130277841334618,"ATUTR1/ACA13/AAP3/ACA10/FLS2/ATCAT6/COPT1/ATCDPK2/AMT2/NA/ATSDAT/NA/FEX/KUP11/NA/At4g38250/NA/NA/ATVHA-C2/ATKCO1/ORF25/AtFAX1/GGT2/cMCU/AtAUX1/AAP5/EFR/ATCDPK3/PHT5;1/NA/NA/AtCOPT5/AHA4/GORK/ATIRT3/ZIP5/ATUTR3/ATCAX1/AHA1/ATUBC24/AT-NHX1",41
"GO:0140352","BP","GO:0140352","export from cell","16/1852","111/22026",0.0232586086357702,0.15538789975187,0.131811598015853,"ATEXO70G2/ATEXO70H2/ATEXO70E2/ATSEC1B/ATSYP122/AT-SYR1/ATRMA1/ATEXO70E1/ATRAB-E1D/ATKCO1/ATEXO70H1/ATEXO70D1/ABCG37/AHA4/ECH/AHA1",16
"GO:0061025","BP","GO:0061025","membrane fusion","11/1852","67/22026",0.0232638295972324,0.15538789975187,0.131811598015853,"ATG14a/ATSYP122/AT-SYR1/ATSYP52/ATVAMP711/ATVTI12/EMB258/EMB2754/ATSYP22/NA/ATSEC22",11
"GO:0010256","BP","GO:0010256","endomembrane system organization","15/1852","102/22026",0.0233033819186725,0.15538789975187,0.131811598015853,"NA/LNP2/NA/p24delta5/FAB1B/DMP3/DMP4/NA/ATSUN1/NA/PVA12/FREE1/ECH/VPS20.2/NA",15
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","43/1852","375/22026",0.0233366442850794,0.15538789975187,0.131811598015853,"OASA2/ATGSTU22/HMT3/BGLU26/ETHE1/AtHMGR1/ATGSTU16/AT103-1A/AtSBP1/ATMST2/ACLA-3/BGLU16/ANAC047/LKR/CYP81F1/ATGSTU8/ATGSTU19/GSL-OH/ATMGL/Rap2.6L/ATCYSD2/ATGSTU7/AtSAT1/ATECS1/ANAC102/GGT1/BGLU28/BGLU30/ATHOL1/AtNSP5/GGT2/ATGSTU12/ATGSTU11/XBAT32/BGLU27/APR3/ATGSTU24/ATGSTU2/AHL/ATGSTU1/ATWRKY33/ATGSTU3/GABA-T",43
"GO:0120254","BP","GO:0120254","olefinic compound metabolic process","12/1852","76/22026",0.0242717669943769,0.15705000292526,0.133221517808202,"AAO3/DIV2/ABA3/ACO3/ANAC047/ATPUB44/ACCS7/CYP707A4/ATMYB96/XBAT32/ATNCED2/ACO5",12
"GO:0061024","BP","GO:0061024","membrane organization","32/1852","265/22026",0.0242804639847939,0.15705000292526,0.133221517808202,"NA/NA/ClAP/ATG14a/ATSYP122/AT-SYR1/ATSYP52/ALA1/ATVAMP711/Plsp2B/ATVTI12/EMB258/PICALM3/NA/NA/EMB2754/ATSYP22/ASAR1/NA/ATSUN1/PICALM5B/ATSAR1/ALA10/NA/PVA12/FREE1/PAP2/ATSEC22/VPS20.2/VPS60.1/VPS60.2/GLTP",32
"GO:0030001","BP","GO:0030001","metal ion transport","33/1852","275/22026",0.0243307431571103,0.15705000292526,0.133221517808202,"ATGLR1.1/ATGLR1.2/ATGLR1.3/ATNRAMP3/ACA13/ACA10/NA/COPT1/ATCDPK2/NA/NA/NA/ATFER1/HIPP25/KUP11/ABS4/NA/ATKCO1/ATBCB/ATMHX/PSE1/cMCU/CCX2/NA/NA/AtCOPT5/HIPP27/ATIRT3/NA/ZIP5/ATCAX1/ATGLR2.5/AT-NHX1",33
"GO:0009687","BP","GO:0009687","abscisic acid metabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"AAO3/DIV2/ABA3/ATPUB44/CYP707A4/ATMYB96/ATNCED2",7
"GO:0016145","BP","GO:0016145","S-glycoside catabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"BGLU26/BGLU16/BGLU28/BGLU30/ATHOL1/AtNSP5/BGLU27",7
"GO:0019759","BP","GO:0019759","glycosinolate catabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"BGLU26/BGLU16/BGLU28/BGLU30/ATHOL1/AtNSP5/BGLU27",7
"GO:0019762","BP","GO:0019762","glucosinolate catabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"BGLU26/BGLU16/BGLU28/BGLU30/ATHOL1/AtNSP5/BGLU27",7
"GO:0043288","BP","GO:0043288","apocarotenoid metabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"AAO3/DIV2/ABA3/ATPUB44/CYP707A4/ATMYB96/ATNCED2",7
"GO:1902644","BP","GO:1902644","tertiary alcohol metabolic process","7/1852","35/22026",0.0244353550764843,0.15705000292526,0.133221517808202,"AAO3/DIV2/ABA3/ATPUB44/CYP707A4/ATMYB96/ATNCED2",7
"GO:0090697","BP","GO:0090697","post-embryonic plant organ morphogenesis","17/1852","121/22026",0.0248055521045743,0.15705000292526,0.133221517808202,"ICK1/DA1/ATGID1B/PI/ATBRI1/CBB3/SKP2A/NodGS/PILS5/XBAT32/AtAUX1/LBD13/AtPLAIVB/AIR3/AtPLAIVA/AtNGR2/AIR12",17
"GO:0048868","BP","GO:0048868","pollen tube development","28/1852","226/22026",0.0248958243361744,0.15705000292526,0.133221517808202,"A39/NA/ATBET11/EDA5/ATCDPK2/PATL1/AKT6/ATIPK2A/PIP5K5/NA/ATRAB1C/ATNAS3/NA/MIK2/ATIPT7/ATCBL1/MIK1/PICALM5B/MDIS1/ATGLCAK/AUN1/ATERDJ3A/ATRAB1A/GABA-T/AtNPF8.2/CSI1/KLCR2/ATCSLC06",28
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process","9/1852","51/22026",0.0249785438555744,0.15705000292526,0.133221517808202,"AIRP1/APX1/TPX2/LSD1/AtBBE22/Prx47/CAT1/ATRBOH/NA",9
"GO:0050776","BP","GO:0050776","regulation of immune response","16/1852","112/22026",0.0250913439202994,0.15705000292526,0.133221517808202,"ZAR1/SZE2/ATSYP122/SZE1/AT-SYR1/AtGILP/NA/AtRIN4/CBP60a/LIK1/ILL6/JAS1/ANAC092/EFR/NA/AHL27",16
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"ACX1/ACX2/AtCLO3/LAG1",4
"GO:0010044","BP","GO:0010044","response to aluminum ion","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"ATGRP-3/AtSTOP1/CAMTA2/STOP2",4
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"ATPCAP1/AtMAPR5/AGD5/FER",4
"GO:0032409","BP","GO:0032409","regulation of transporter activity","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"FLS2/ATCDPK2/EFR/ATCDPK3",4
"GO:0043649","BP","GO:0043649","dicarboxylic acid catabolic process","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"GDH1/GDH2/AAE3/GABA-T",4
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","4/1852","14/22026",0.0251477241732756,0.15705000292526,0.133221517808202,"ATBI-1/LORE/ATPCAP1/AHK5",4
"GO:0006875","BP","GO:0006875","cellular metal ion homeostasis","18/1852","131/22026",0.0261489880140671,0.162771062198314,0.138074546688371,"ATGLR1.1/ATGLR1.2/ATGLR1.3/ATNRAMP3/ATTIL/COPT1/ATFER1/VQ9/MEB2/ATKCO1/cMCU/AtSFT12/NA/AtCOPT5/NA/ATCAX1/ATGLR2.5/ATMT-1",18
"GO:0009664","BP","GO:0009664","plant-type cell wall organization","21/1852","160/22026",0.0274343184890774,0.170217476079957,0.144391149942513,"COBL2/ADPG2/TBL37/TBR/PIP5K5/RGXT2/ATEXLA1/YIP4b/AtFAX1/MERI-5/AtXTH22/BGAL6/ATEXP11/ATEXT1/ATMYB87/ATPRP2/ATEXP9/MUCI70/ATEXP12/GDPDL3/CSI1",21
"GO:0019725","BP","GO:0019725","cellular homeostasis","33/1852","278/22026",0.0279114024824893,0.17261712020724,0.146426706942714,"ATGLR1.1/ATGLR1.2/ATGLR1.3/ATNRAMP3/NA/ATTIL/ATHM3/COPT1/TPX2/AtGDPD1/ATFER1/ATSDAT/VQ9/GASA4/MEB2/ATKCO1/BAP1/cMCU/GRXC1/NA/BON3/AtSFT12/NA/AtCOPT5/AHA4/AtORM1/NA/ATCAX1/ATPDI10/ATGLR2.5/ATMT-1/AHA1/AT-NHX1",33
"GO:0009696","BP","GO:0009696","salicylic acid metabolic process","9/1852","52/22026",0.0280293043354435,0.172787098661395,0.146570895336445,"AtDMR6/CAD1/ATMES9/NSL1/PCRK2/BAH1/CBP60a/ATMES16/ATCTL1",9
"GO:0006817","BP","GO:0006817","phosphate ion transport","7/1852","36/22026",0.028201420927105,0.173289117015105,0.146996744720737,"ATWRKY45/NA/NA/SHB1/NA/PHT5;1/ATUBC24",7
"GO:0006816","BP","GO:0006816","calcium ion transport","11/1852","69/22026",0.0283512578058141,0.173651454060611,0.147304106008616,"ATGLR1.1/ATGLR1.2/ATGLR1.3/ACA13/ACA10/cMCU/CCX2/NA/NA/ATCAX1/ATGLR2.5",11
"GO:0071367","BP","GO:0071367","cellular response to brassinosteroid stimulus","12/1852","78/22026",0.0291495915743662,0.177970829069054,0.15096812182453,"ATSK21/ATBRI1/VIK/THE1/BBX20/BSK7/HERK1/BEH4/IBL1/BIM1/ATIWS1/BEH3",12
"GO:0008643","BP","GO:0008643","carbohydrate transport","10/1852","61/22026",0.0299631801285078,0.182355532565537,0.154687554133095,"ERD6/AtSWEET2/STP7/ATSTP4/ESL1/ATSTP13/YIP4b/ATSUC3/ABCG30/AtSWEET3",10
"GO:1901658","BP","GO:1901658","glycosyl compound catabolic process","9/1852","53/22026",0.0313323532687415,0.190082943163698,0.16124251974557,"BGLU26/BGLU16/GSDA/BGLU28/BGLU30/ATHOL1/AtNSP5/NA/BGLU27",9
"GO:2000280","BP","GO:2000280","regulation of root development","14/1852","97/22026",0.0320216597512709,0.191939916683833,0.1628177430902,"XLG2/UPB1/ATSKP2;2/RGFR3/AtZAT6/GLP5/AtMYB88/RGI4/CEPR2/ZAT11/PMEI4/AtMYB93/AtMYB36/CSI1",14
"GO:0009750","BP","GO:0009750","response to fructose","4/1852","15/22026",0.0320631932684181,0.191939916683833,0.1628177430902,"XLG2/AtcFBP/NA/ASN1",4
"GO:1902456","BP","GO:1902456","regulation of stomatal opening","4/1852","15/22026",0.0320631932684181,0.191939916683833,0.1628177430902,"UBC32/UBC34/ATCDPK3/MAPKKK18",4
"GO:1902584","BP","GO:1902584","positive regulation of response to water deprivation","4/1852","15/22026",0.0320631932684181,0.191939916683833,0.1628177430902,"CARK1/AtMAX2/AtMYB88/LDAP3",4
"GO:0052545","BP","GO:0052545","callose localization","8/1852","45/22026",0.0322435567719116,0.191939916683833,0.1628177430902,"ATEXO70E2/BGLU26/FLS2/NSL1/ATEXO70E1/IOS1/ATECS1/ATRBOH",8
"GO:0032875","BP","GO:0032875","regulation of DNA endoreduplication","7/1852","37/22026",0.0323415244229169,0.191939916683833,0.1628177430902,"DA1/SMR7/SMR8/SIM/AtMYB88/LGO/SMR4",7
"GO:2000070","BP","GO:2000070","regulation of response to water deprivation","7/1852","37/22026",0.0323415244229169,0.191939916683833,0.1628177430902,"CARK1/AtMAX2/RGLG2/AtMYB88/AtDTX50/AtERF53/LDAP3",7
"GO:0009395","BP","GO:0009395","phospholipid catabolic process","5/1852","22/22026",0.0328869452263186,0.193972075084861,0.164541571307767,"NPC1/AtGDPD1/AtGDPD2/PLDBETA/PDLZ2",5
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","5/1852","22/22026",0.0328869452263186,0.193972075084861,0.164541571307767,"ATEXO70E2/NA/ATSK21/ASAR1/ATSAR1",5
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","10/1852","62/22026",0.0331317154030412,0.194216896120281,0.164749246757131,"AAP3/ATCAT6/NA/NA/NA/At4g38250/NA/AtFAX1/AtAUX1/AAP5",10
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","10/1852","62/22026",0.0331317154030412,0.194216896120281,0.164749246757131,"AAP3/ATCAT6/NA/NA/NA/At4g38250/NA/AtFAX1/AtAUX1/AAP5",10
"GO:0005984","BP","GO:0005984","disaccharide metabolic process","11/1852","71/22026",0.0341912140858948,0.199205518652881,0.168980968203716,"TPPF/A/N-InvC/AtcFBP/ATTPS10/ATTRE1/VI1/ATBETAFRUCT4/TPPG/ATSUC3/ATSUS3/GABA-T",11
"GO:0071368","BP","GO:0071368","cellular response to cytokinin stimulus","11/1852","71/22026",0.0341912140858948,0.199205518652881,0.168980968203716,"AtKFB50/NA/ATPUP14/KFB01/ZFP6/ATSOFL2/ANAC068/ARR8/NA/NA/AHK5",11
"GO:0009081","BP","GO:0009081","branched-chain amino acid metabolic process","9/1852","54/22026",0.0348963129530473,0.20208137591901,0.171420484681636,"ETFQO/DIN4/MCCA/ATBCAT-2/BCDH/MCCB/ALDH6B2/NA/ATIVD",9
"GO:0090174","BP","GO:0090174","organelle membrane fusion","9/1852","54/22026",0.0348963129530473,0.20208137591901,0.171420484681636,"ATG14a/ATSYP122/AT-SYR1/ATSYP52/ATVTI12/EMB258/EMB2754/ATSYP22/ATSEC22",9
"GO:1903409","BP","GO:1903409","reactive oxygen species biosynthetic process","6/1852","30/22026",0.0361122942362565,0.208491221406302,0.17685779336567,"AIRP1/LBR-1/AtBBE22/ATRBOH/GNR1/CuAO",6
"GO:0044275","BP","GO:0044275","cellular carbohydrate catabolic process","8/1852","46/22026",0.0362591489921295,0.208708535313131,0.177042135218387,"A/N-InvC/NA/MIOX2/AtcFBP/NA/ATTRE1/MIOX4/AtBAM1",8
"GO:0002239","BP","GO:0002239","response to oomycetes","15/1852","108/22026",0.0366762447859162,0.209066382931568,0.177345688239618,"SAG101/AtDMR6/ATHLECRK/LecRK-VI.3/LecRK-I.8/LecRK-I.7/LSD1/LecRK-VII.1/EXL4/AtHIR2/UGT76B1/IOS1/AtRLP30/NA/ATBCB",15
"GO:0006935","BP","GO:0006935","chemotaxis","7/1852","38/22026",0.0368683260324115,0.209066382931568,0.177345688239618,"A39/ATIPK2A/NA/MIK2/MIK1/MDIS1/GABA-T",7
"GO:0010183","BP","GO:0010183","pollen tube guidance","7/1852","38/22026",0.0368683260324115,0.209066382931568,0.177345688239618,"A39/ATIPK2A/NA/MIK2/MIK1/MDIS1/GABA-T",7
