ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
247312_at	0.0207869	1.49e-03	7.00	-1.031631	3.38	AT5G63970	ring domain ligase 3
245354_at	0.0207869	1.49e-03	-7.00	-1.032734	-1.56	LIL3:1	light-harvesting-like protein Lil3:1
247794_at	0.0207869	1.49e-03	7.00	-1.033464	2.77	PLC1	phosphoinositide phospholipase C 1
267263_at	0.0207869	1.49e-03	7.00	-1.033635	4.16	AT2G23110	Late embryogenesis abundant protein, group 6
262881_at	0.0207869	1.49e-03	7.00	-1.033828	2.25	AT1G64890	probable folate-biopterin transporter 7
258105_at	0.0207869	1.49e-03	7.00	-1.034581	1.54	AT3G23605	UBX domain-containing protein
253872_at	0.0207869	1.49e-03	7.00	-1.034754	3.71	RD26	NAC transcription factor RD26
253397_at	0.0208517	1.50e-03	-6.99	-1.039158	-1.01	AT4G32710	proline-rich receptor-like protein kinase PERK14
262604_at	0.0208615	1.50e-03	6.99	-1.040434	7.45e-01	AT1G15060	hypothetical protein
260143_at	0.0210092	1.51e-03	-6.98	-1.049496	-3.12	SUC1	sucrose transport protein SUC1
264255_at	0.0210104	1.51e-03	6.98	-1.050285	1.02	ATSRP30	serine-arginine rich RNA binding protein
266349_at	0.0210142	1.51e-03	6.98	-1.051219	2.04	AT2G01460	phosphoribulokinase/uridine kinase domain protein
261132_at	0.0210286	1.52e-03	-6.97	-1.052749	-6.04e-01	TGD1	trigalactosyldiacylglycerol 1
259091_at	0.02103	1.52e-03	-6.97	-1.053548	-1.80	AT3G04890	hypothetical protein
264839_at	0.0210417	1.52e-03	-6.97	-1.055304	-1.46	POR C	protochlorophyllide reductase C
267536_at	0.0210417	1.52e-03	6.97	-1.055645	1.12	PLDBETA1	phospholipase D beta 1
251032_at	0.0210581	1.52e-03	-6.97	-1.057318	-6.57e-01	RPL	BEL1-like homeodomain protein 9
262509_at	0.0210581	1.52e-03	-6.97	-1.058278	-8.75e-01	CRR22	pentatricopeptide repeat-containing protein
252492_at	0.0210581	1.52e-03	-6.97	-1.058717	-1.12	TOC75-III	protein TOC75-3
245250_at	0.0211124	1.53e-03	-6.96	-1.063185	-2.49	ERF6	ethylene responsive element binding factor 6
260352_at	0.0211124	1.53e-03	6.96	-1.063193	3.01	PDCB4	plasmodesmata callose-binding protein 4
261301_at	0.0211149	1.53e-03	-6.96	-1.064052	-2.05	AT1G48570	zinc finger (Ran-binding) domain-containing protein
261004_at	0.0211158	1.53e-03	6.96	-1.064817	3.07	AT1G26450	carbohydrate-binding X8 domain-containing protein
253820_at	0.0211207	1.53e-03	6.95	-1.066481	1.18	AT4G28370	E3 ubiquitin ligase FLY1
266182_at	0.0211207	1.53e-03	6.95	-1.067056	5.33e-01	AT2G02370	SNARE associated Golgi protein
262296_at	0.0211207	1.53e-03	6.95	-1.067234	1.04	CYCT1;3	cyclin-T1-3
252878_at	0.0211601	1.54e-03	-6.95	-1.070149	-7.35e-01	SAMC1	S-adenosylmethionine carrier 1
263208_at	0.0211877	1.54e-03	6.95	-1.072407	3.21	ZFP5	zinc finger protein 5
258481_at	0.0212407	1.55e-03	-6.94	-1.076072	-7.21e-01	LPP3	lipid phosphate phosphatase 3
262136_at	0.0212426	1.55e-03	-6.94	-1.076889	-4.83e-01	ARF17	auxin response factor 17
255035_at	0.0212537	1.55e-03	-6.94	-1.078218	-1.25	GIP1	gamma-tubulin complex protein GIP1a
249612_at	0.021299	1.55e-03	-6.93	-1.081451	-9.15e-01	AT5G37290	armadillo/beta-catenin-like repeat-containing protein
249999_at	0.0213011	1.55e-03	6.93	-1.082279	1.48	AT5G18640	alpha/beta-Hydrolases superfamily protein
247199_at	0.0213099	1.56e-03	6.93	-1.084183	9.05e-01	TGA1	transcription factor TGA1
245175_at	0.0213099	1.56e-03	-6.93	-1.084896	-4.38e-01	UNE5	protein disulfide-isomerase like 2-1
245494_at	0.0213099	1.56e-03	-6.93	-1.085138	-7.92e-01	AT4G16390	pentatricopeptide repeat-containing protein SVR7
250018_at	0.0213099	1.56e-03	-6.93	-1.085605	-8.28e-01	AT5G18150	Methyltransferase-related protein
262406_at	0.0213237	1.56e-03	6.92	-1.08708	1.90	MYB93	myb domain protein 93
248980_at	0.0213276	1.56e-03	-6.92	-1.088005	-1.06	PP2-A7	protein PHLOEM PROTEIN 2-LIKE A7
260845_at	0.0213353	1.56e-03	6.92	-1.089837	4.34	AT1G17310	MADS-box transcription factor family protein
251762_at	0.0213353	1.56e-03	-6.92	-1.089846	-1.67	SBPASE	Sedoheptulose-1,7-bisphosphatase
259769_at	0.0213646	1.57e-03	6.92	-1.092332	7.53e-01	ML5	MEI2-like protein 5
246252_s_at	0.0213646	1.57e-03	6.91	-1.094073	3.33	PLP1///PLP5	patatin-related phospholipase A///PATATIN-like protein 5
261136_at	0.0213646	1.57e-03	-6.91	-1.094354	-1.07	AT1G19600	pfkB-like carbohydrate kinase family protein
251807_at	0.0213646	1.57e-03	-6.91	-1.094877	-1.41	OVA1	methionyl-tRNA synthetase
246159_at	0.0213646	1.57e-03	-6.91	-1.095003	-2.18	AT5G20935	hypothetical protein
258953_at	0.0213877	1.57e-03	6.91	-1.096985	2.27	AT3G01430	hypothetical protein
266187_at	0.0214053	1.58e-03	-6.91	-1.09868	-1.43	AT2G38970	C3HC4-type RING finger-containing protein
247563_at	0.0214053	1.58e-03	-6.91	-1.099928	-3.34	PDCB1	plasmodesmata callose-binding protein 1
261488_at	0.0214053	1.58e-03	-6.91	-1.100072	-2.14	AT1G14345	NAD(P)-linked oxidoreductase-like protein
256769_at	0.0214599	1.58e-03	-6.90	-1.103788	-1.47	AT3G13690	protein kinase protein with adenine nucleotide alpha hydrolases-like domain-containing protein
248168_at	0.0214677	1.58e-03	6.90	-1.10492	1.71	BGLU41	beta glucosidase 41
255845_at	0.021472	1.59e-03	-6.90	-1.105857	-8.29e-01	AT2G33600	cinnamoyl-CoA:NADP oxidoreductase-like 2
248688_at	0.0215377	1.59e-03	-6.89	-1.110173	-1.21	AT5G48220	aldolase-type TIM barrel family protein
263472_at	0.0215507	1.59e-03	6.89	-1.111592	6.85e-01	CNX2	cofactor of nitrate reductase and xanthine dehydrogenase 2
247923_at	0.0215744	1.60e-03	-6.89	-1.113604	-1.00	VDAC4	voltage dependent anion channel 4
247194_at	0.0215744	1.60e-03	-6.89	-1.114294	-8.16e-01	AT5G65480	hypothetical protein
261547_at	0.0215786	1.60e-03	-6.88	-1.115221	-4.76e-01	AT1G63500	Protein kinase protein with tetratricopeptide repeat domain
257466_at	0.0215952	1.60e-03	6.88	-1.11683	1.64	AT1G62840	hypothetical protein
266900_at	0.0216101	1.60e-03	6.88	-1.119086	5.37	AT2G34610	hypothetical protein
256914_at	0.0216101	1.60e-03	-6.88	-1.119238	-4.77	AT3G23880	F-box/kelch-repeat protein
247080_at	0.0216101	1.60e-03	6.88	-1.119746	5.35e-01	PAD2	proteasome alpha subunit D2
256612_at	0.021617	1.61e-03	-6.88	-1.120823	-9.76e-01	AT3G29280	hypothetical protein
249485_at	0.0216679	1.61e-03	-6.87	-1.124304	-8.94e-01	AT5G39020	putative receptor-like protein kinase
262504_at	0.0217432	1.62e-03	-6.86	-1.129692	-1.04	PDIL1-1	protein disulfide isomerase-like 1-1
255308_at	0.0217432	1.62e-03	6.86	-1.129798	2.04e-01	NSF	N-ethylmaleimide sensitive factor
252972_at	0.0218976	1.63e-03	-6.85	-1.139497	-4.45	AT4G38840	SAUR-like auxin-responsive protein
256835_at	0.0218976	1.63e-03	-6.85	-1.139562	-2.04	APS1	ATP sulfurylase 1
251610_at	0.0219751	1.64e-03	-6.84	-1.144438	-6.21e-01	AT3G57930	hypothetical protein
263104_at	0.0220116	1.64e-03	-6.84	-1.147098	-6.61e-01	AT2G05120	nucleoporin, Nup133/Nup155-like protein
245911_at	0.0220299	1.64e-03	-6.84	-1.148772	-9.16e-01	STT3A	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
257530_at	0.0220665	1.65e-03	-6.83	-1.151433	-1.85	AT3G03040	F-box protein
261594_at	0.0221547	1.66e-03	-6.83	-1.156846	-1.25	GTL1	trihelix transcription factor GTL1
260637_at	0.0222343	1.66e-03	-6.82	-1.16178	-1.00	ACO2	1-aminocyclopropane-1-carboxylate oxidase 2
253694_at	0.0222461	1.66e-03	-6.82	-1.163101	-5.54e-01	AT4G29735	hypothetical protein
247275_at	0.0223046	1.67e-03	6.81	-1.167546	1.11	BETA-UP	beta-ureidopropionase
251108_at	0.0223046	1.67e-03	-6.81	-1.167596	-9.51e-01	TBL35	protein trichome birefringence-like 35
264515_at	0.0223192	1.67e-03	6.81	-1.169424	1.46	AT1G10090	Early-responsive to dehydration stress protein ERD4
256177_at	0.0223192	1.67e-03	-6.81	-1.169756	-3.74	AT1G51620	protein kinase superfamily protein
260448_at	0.0224064	1.68e-03	-6.80	-1.175095	-9.25e-01	AT1G72410	COP1-interacting protein-related protein
263614_at	0.0224064	1.68e-03	-6.80	-1.175752	-1.70e-01	AT2G25240	serpin CCP3
265926_at	0.0225438	1.69e-03	6.79	-1.184286	1.46	AT2G18600	ubiquitin-conjugating enzyme family protein
246242_at	0.0225438	1.69e-03	6.79	-1.184361	3.99	AT4G36600	Late embryogenesis abundant (LEA) protein
245312_at	0.0225599	1.70e-03	6.79	-1.185896	5.56e-01	AT4G14600	Bet1-like protein
254891_at	0.0225854	1.70e-03	6.78	-1.187922	1.41	SAY1	protein SAY1
258145_at	0.0226155	1.70e-03	-6.78	-1.190337	-3.71	AT3G18200	nodulin MtN21-like transporter UMAMIT4
254836_at	0.0226155	1.70e-03	6.78	-1.190875	1.88	CYP706A7	cytochrome P450, family 706, subfamily A, polypeptide 7
254174_at	0.0226746	1.71e-03	-6.77	-1.194654	-5.28e-01	YSL1	metal-nicotianamine transporter YSL1
252996_s_at	0.0227078	1.71e-03	6.77	-1.19707	2.68e-01	GGR	geranylgeranyl reductase
260388_at	0.0227282	1.71e-03	-6.77	-1.198819	-1.10	AT1G74070	cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
264494_at	0.0227452	1.72e-03	6.76	-1.200394	3.83	AT1G27461	hypothetical protein
251492_at	0.0227707	1.72e-03	6.76	-1.204213	9.74e-01	TXR1	protein THAXTOMIN A RESISTANT 1
246846_at	0.0227707	1.72e-03	6.76	-1.204219	6.13e-01	AT5G26760	hypothetical protein
250500_at	0.0227707	1.72e-03	6.76	-1.204298	4.13	AT5G09530	protein PRO-GLU-LEU|ILE|VAL-PRO-LYS 1
254530_at	0.0227707	1.72e-03	6.76	-1.204462	6.58e-01	ARA7	Rab5 GTPase-like protein Ara7
254155_at	0.022774	1.72e-03	6.76	-1.205541	1.53	AT4G24480	protein kinase family protein
254110_at	0.022774	1.73e-03	-6.76	-1.206006	-2.84	AT4G25260	plant invertase/pectin methylesterase inhibitor domain-containing protein
248738_at	0.022775	1.73e-03	6.76	-1.207038	1.58	AT5G48020	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protei
260465_at	0.022775	1.73e-03	-6.75	-1.207425	-1.31	AT1G10910	pentatricopeptide repeat-containing protein
251935_at	0.0227786	1.73e-03	-6.75	-1.208801	-2.50	FLN1	fructokinase-like 1
265412_at	0.0227786	1.73e-03	-6.75	-1.209327	-4.21e-01	TOC132	translocase of chloroplast 132
251251_at	0.0227786	1.73e-03	6.75	-1.209661	3.90e-01	AT3G62220	protein kinase-domain containing protein
256215_at	0.0227866	1.73e-03	-6.75	-1.210758	-1.46	AT1G50900	protein GRANA DEFICIENT CHLOROPLAST 1
253917_at	0.0228325	1.74e-03	-6.75	-1.214054	-8.40e-01	AT4G27380	hypothetical protein
263717_at	0.0228325	1.74e-03	-6.75	-1.214504	-4.08e-01	NAD-ME1	NAD-dependent malic enzyme 1
250287_at	0.0228358	1.74e-03	6.74	-1.215357	1.91	Rap2.6L	ethylene-responsive transcription factor ERF113
246245_at	0.0228586	1.74e-03	-6.74	-1.217851	-4.60e-01	AT4G36440	hypothetical protein
256131_at	0.0228586	1.74e-03	6.74	-1.217895	1.95	bZIP58	basic leucine-zipper 58
257845_at	0.0229432	1.75e-03	6.73	-1.22295	1.50	AT3G28430	hypothetical protein
251916_at	0.0229511	1.75e-03	6.73	-1.224036	2.75	AT3G53960	probable peptide/nitrate transporter
256534_at	0.0229572	1.75e-03	6.73	-1.225029	1.30	AT1G33270	patatin-like phospholipase domain-containing protein
248176_at	0.0229907	1.76e-03	6.73	-1.228266	1.31	Fh5	formin-like protein 5
264428_at	0.0229907	1.76e-03	-6.73	-1.22857	-7.91e-01	AT1G61790	oligosaccharyltransferase complex/magnesium transporter family protein
267538_at	0.0229907	1.76e-03	6.73	-1.228788	2.50	AT2G41870	remorin-like protein
254016_at	0.0229933	1.76e-03	-6.72	-1.229601	-2.59	CGA1	putative GATA transcription factor 22
257005_at	0.0230118	1.76e-03	-6.72	-1.23123	-9.56e-01	AT3G14190	hypothetical protein
249948_at	0.0230147	1.76e-03	-6.72	-1.232054	-7.30e-01	AT5G19210	DEAD-box ATP-dependent RNA helicase 58
251305_at	0.0230293	1.77e-03	-6.72	-1.233481	-1.57	ROC4	peptidyl-prolyl cis-trans isomerase CYP20-3
258434_at	0.0230438	1.77e-03	-6.72	-1.234904	-1.87	EBP	ethylene-responsive transcription factor RAP2-3
254020_at	0.0230639	1.77e-03	6.71	-1.236685	2.57	BETA-OHASE 1	beta-carotene 3-hydroxylase 1
260636_at	0.0230639	1.77e-03	6.71	-1.237286	1.55	CDS1	phosphatidate cytidylyltransferase
259310_s_at	0.0230816	1.77e-03	6.71	-1.238867	7.16e-01	AT3G05165///AT3G05160	Major facilitator superfamily protein///sugar transporter ERD6-like 10
264909_at	0.023108	1.78e-03	6.71	-1.240896	1.92	AT2G17300	hypothetical protein
261435_at	0.0231601	1.78e-03	-6.70	-1.244237	-9.45e-01	AT1G07615	GTP-binding protein Obg/CgtA
248100_at	0.023166	1.78e-03	6.70	-1.24575	3.02	AT5G55180	O-Glycosyl hydrolases family 17 protein
264619_at	0.023166	1.78e-03	6.70	-1.245919	1.67	AT2G17760	aspartyl protease family protein
247193_at	0.023166	1.79e-03	6.70	-1.246555	1.97	AT5G65380	MATE efflux family protein
251008_at	0.02324	1.79e-03	-6.69	-1.251609	-1.46	AT5G02710	hypothetical protein
252890_at	0.02324	1.79e-03	-6.69	-1.251673	-8.42e-01	BRI1	protein brassinosteroid insensitive 1
251914_at	0.0232416	1.79e-03	6.69	-1.252427	1.32	AT3G53930	autophagy-related protein 1b
267079_at	0.0232524	1.80e-03	6.69	-1.253648	1.38	AT2G41200	hypothetical protein
263231_at	0.0232749	1.80e-03	6.69	-1.256156	5.40	UGT74E2	Uridine diphosphate glycosyltransferase 74E2
250625_at	0.0232749	1.80e-03	-6.69	-1.256205	-2.01	AT5G07340	calnexin2
264421_at	0.0232749	1.80e-03	-6.69	-1.25716	-5.23e-01	RP1	60S ribosomal protein L3-1
264608_at	0.0232749	1.80e-03	6.68	-1.258229	6.71e-01	PKT4	3-ketoacyl-CoA thiolase 1
258078_at	0.0232749	1.80e-03	6.68	-1.258906	1.85	AT3G25870	hypothetical protein
264820_at	0.0232749	1.80e-03	-6.68	-1.258917	-1.03	LIN2	coproporphyrinogen III oxidase
257140_at	0.0232749	1.81e-03	-6.68	-1.259486	-2.81	MYB30	myb domain protein 30
255537_at	0.023276	1.81e-03	-6.68	-1.260207	-6.57e-01	PPOX	protoporphyrinogen oxidase
265244_at	0.0233039	1.81e-03	6.68	-1.262644	1.56	CPuORF17///PAO2	CONSERVED PEPTIDE UPSTREAM OPEN READING FRAME 17///polyamine oxidase 2
251040_at	0.0233039	1.81e-03	-6.68	-1.262961	-7.53e-01	EMB2730	ribonuclease II
250160_at	0.0233436	1.81e-03	-6.67	-1.265643	-2.41	HB30	zinc finger homeodomain transcriptional factor ZFHD3
246011_at	0.023384	1.82e-03	-6.67	-1.268357	-1.50	AT5G08330	transcription factor TCP21
258800_at	0.0234454	1.82e-03	-6.67	-1.272126	-1.19	AT3G04550	hypothetical protein
264213_at	0.0235856	1.84e-03	-6.65	-1.279848	-6.19	PP2-A5	protein PHLOEM protein 2-LIKE A5
260048_at	0.0236278	1.84e-03	6.65	-1.28263	2.97	AT1G73750	hypothetical protein
245385_at	0.023647	1.84e-03	6.65	-1.284673	1.66	AT4G14020	Rapid alkalinization factor (RALF) family protein
263595_at	0.023647	1.84e-03	6.65	-1.284921	2.81	PAP8	purple acid phosphatase 8
253287_at	0.0236937	1.85e-03	-6.64	-1.287918	-2.94e-01	AT4G34270	TIP41-like protein
264657_at	0.0236995	1.85e-03	6.64	-1.28942	1.19	RPT5B	26S proteasome AAA-ATPase subunit RPT5B
249755_at	0.0236995	1.85e-03	-6.64	-1.289535	-1.01	AT5G24580	heavy metal transport/detoxification domain-containing protein
253105_at	0.0237056	1.85e-03	6.64	-1.291162	1.17	AT4G35840	NEP1-interacting protein 1
246319_at	0.0237056	1.85e-03	-6.64	-1.291417	-1.12	AT3G56680	Single-stranded nucleic acid binding R3H protein
264822_at	0.0237056	1.86e-03	-6.64	-1.291833	-1.38	AT1G03457	RNA recognition motif-containing protein
246131_at	0.0237105	1.86e-03	-6.64	-1.292741	-8.52e-01	B73	molybdenum cofactor biosynthesis enzyme CNX1
246982_s_at	0.0237311	1.86e-03	-6.63	-1.294429	-6.85e-01	AT5G04860///AT2G10560	hypothetical protein///hypothetical protein
247054_at	0.0237788	1.86e-03	6.63	-1.297466	4.25e-01	AT5G66730	C2H2-like zinc finger protein
264034_s_at	0.023794	1.87e-03	-6.63	-1.298883	-6.54e-01	UPS3///UPS1	ureide permease 3///ureide permease 1
265388_s_at	0.0237952	1.87e-03	6.63	-1.299603	3.45e-01	AT2G21010///SYTA	Calcium-dependent lipid-binding (CaLB domain) family protein///synaptotagmin A
249144_at	0.0238338	1.87e-03	6.62	-1.302184	1.35	SPL2	squamosa promoter-binding-like protein 2
260776_at	0.0238906	1.88e-03	-6.62	-1.305842	-5.90e-01	AT1G14580	C2H2-like zinc finger protein
259523_at	0.0238906	1.88e-03	-6.62	-1.306319	-1.72	AT1G12500	Nucleotide-sugar transporter family protein
264698_at	0.0239478	1.88e-03	-6.61	-1.310184	-9.46e-01	AT1G70200	RNA recognition motif-containing protein
254502_at	0.0239478	1.88e-03	-6.61	-1.31047	-1.44	PTAC14	protein PLASTID TRANSCRIPTIONALLY ACTIVE 14
256808_at	0.02396	1.89e-03	6.61	-1.311731	7.25e-01	ALY3	protein ALWAYS EARLY 3
253394_at	0.0240276	1.89e-03	6.61	-1.315721	3.20	VTE1	tocopherol cyclase
257168_at	0.0240613	1.90e-03	-6.60	-1.318635	-1.70	HCF101	protein high chlorophyll fluorescence 101
258802_at	0.0240613	1.90e-03	-6.60	-1.319321	-1.39	AT3G04650	FAD/NAD(P)-binding oxidoreductase domain-containing protein
266889_at	0.0240613	1.90e-03	-6.60	-1.320383	-1.96	AT2G44640	hypothetical protein
247864_s_at	0.0240613	1.90e-03	-6.60	-1.320818	-1.10	ASB1///AT1G25155///AT1G25083///AT1G24909///AT1G24807///AT5G57890	anthranilate synthase beta subunit 1///Glutamine amidotransferase type 1 family protein///putative anthranilate synthase beta subunit///putative anthranilate synthase beta subunit///putative anthranilate synthase beta subunit///glutamine amidotransferase type 1 family protein
256585_at	0.0240613	1.90e-03	6.60	-1.321536	1.20	AT3G28760	hypothetical protein
260653_at	0.0240613	1.90e-03	6.60	-1.321682	1.22	PKp3	plastidial pyruvate kinase 3
246475_at	0.0240613	1.90e-03	-6.60	-1.322095	-1.02	AT5G16720	hypothetical protein
262345_at	0.0240613	1.90e-03	-6.60	-1.322639	-9.26e-01	AT1G64180	intracellular protein transport protein USO1-like protein
246329_at	0.0241014	1.91e-03	-6.59	-1.325265	-7.72e-01	AT3G43610	Spc97 / Spc98 family of spindle pole body (SBP) component
257940_at	0.0241226	1.91e-03	6.59	-1.326958	1.95	AT3G21790	UDP-glycosyltransferase 71B7
249364_at	0.0241759	1.92e-03	-6.59	-1.330347	-3.52	AT5G40590	cysteine/histidine-rich C1 domain-containing protein
266575_at	0.0241759	1.92e-03	-6.58	-1.330884	-1.86	AT2G24060	translation initiation factor IF-3
250252_at	0.0241759	1.92e-03	6.58	-1.33218	1.48	ZIFL1	zinc induced facilitator-like 1 protein
253989_at	0.0241759	1.92e-03	6.58	-1.332187	9.34e-01	AT4G26130	hypothetical protein
255799_at	0.0242348	1.93e-03	-6.58	-1.335718	-7.90e-01	DET1	light-mediated development protein DET1
262682_at	0.024283	1.93e-03	6.57	-1.338721	3.96	AT1G75900	GDSL esterase/lipase EXL3
247128_at	0.0243369	1.94e-03	6.57	-1.34253	2.46	AT5G66110	heavy metal associated isoprenylated plant protein 27
246448_at	0.0243369	1.94e-03	6.57	-1.342651	4.43e-01	AT5G16800	GCN5-related N-acetyltransferase (GNAT) family protein
247904_at	0.0243475	1.94e-03	6.57	-1.3441	2.04	AIL5	AP2-like ethylene-responsive transcription factor AIL5
259259_at	0.0243475	1.94e-03	-6.57	-1.344468	-6.50e-01	SPY	putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY
247461_at	0.0243493	1.94e-03	6.57	-1.34521	2.29	BAG2	BCL-2-associated athanogene 2
247514_at	0.0243494	1.94e-03	6.56	-1.345861	1.64	PMSR1	peptide methionine sulfoxide reductase A1
266235_at	0.0243551	1.94e-03	6.56	-1.346878	5.89e-01	PP2-B10	F-box protein PP2-B10
245990_at	0.0243551	1.94e-03	-6.56	-1.347439	-1.53	AT5G20640	protein LURP-one-related 16
252404_at	0.0243721	1.95e-03	-6.56	-1.348915	-1.51	EDD1	glycyl-tRNA synthetase 2
245165_at	0.0244655	1.96e-03	-6.55	-1.354088	-1.80	AT2G33180	hypothetical protein
259318_at	0.0245476	1.96e-03	6.55	-1.358702	2.27	HYP1	hypothetical protein
250955_at	0.0246059	1.97e-03	6.54	-1.362161	4.75	CPUORF47	conserved peptide upstream open reading frame 47
256331_at	0.0246283	1.97e-03	-6.54	-1.363883	-7.87e-01	AT1G76880	Duplicated homeodomain-like superfamily protein
265061_at	0.0246317	1.97e-03	-6.54	-1.364695	-1.55	AT1G61640	ABC1 domain-containing kinase
265073_at	0.0246387	1.97e-03	-6.54	-1.365677	-6.48e-01	ZKT	ZKT protein containing PDZ, K-box and a TPR region
252240_at	0.024659	1.98e-03	-6.53	-1.368152	-3.19	AT3G50010	cysteine/histidine-rich C1 domain-containing protein
263736_at	0.024659	1.98e-03	-6.53	-1.368492	-1.77	AT1G60000	RNA recognition motif-containing protein
251556_at	0.024659	1.98e-03	-6.53	-1.368824	-1.19	AT3G58840	PEROXISOMAL AND MITOCHONDRIAL DIVISION FACTOR1
252378_at	0.024659	1.98e-03	-6.53	-1.369553	-2.05	AT3G47570	putative LRR receptor-like serine/threonine-protein kinase
250025_at	0.024659	1.98e-03	-6.53	-1.370134	-2.61	SIP1;2	putative aquaporin SIP1-2
250995_at	0.024659	1.98e-03	-6.53	-1.370531	-6.60e-01	HSC70-1	heat shock cognate protein 70-1
260039_at	0.0246788	1.99e-03	6.53	-1.372127	2.84	CLE12	protein CLAVATA3/ESR-related 12
257672_at	0.0246938	1.99e-03	6.53	-1.373851	4.05	AT3G20300	hypothetical protein
264841_at	0.0246938	1.99e-03	-6.53	-1.374135	-1.02	AT1G03740	protein kinase
248541_at	0.024695	1.99e-03	-6.52	-1.374969	-6.07e-01	AT5G50180	protein kinase family protein
259885_at	0.024695	1.99e-03	6.52	-1.375479	6.39e-01	AT1G76380	DNA-binding bromodomain-containing protein
254990_at	0.0247182	1.99e-03	-6.52	-1.377235	-5.27e-01	CID12	RNA-binding protein 37
263573_at	0.0247889	2.00e-03	-6.52	-1.381604	-7.20e-01	AT2G17150	nodule inception like protein 1
259861_at	0.0247889	2.00e-03	-6.51	-1.382597	-1.13	AT1G80620	S15/NS1, RNA-binding protein
264140_at	0.0247889	2.00e-03	6.51	-1.383645	7.85e-01	AT1G79210	proteasome subunit alpha type-2-B
246864_at	0.0247889	2.01e-03	-6.51	-1.383809	-8.82e-01	GA3	Ent-kaurene oxidase 1
259717_at	0.0247889	2.01e-03	-6.51	-1.383822	-7.65e-01	CPSF73-I	cleavage and polyadenylation specificity factor subunit 73-I
255664_at	0.024821	2.01e-03	6.51	-1.385998	1.63	AT4G00440	hypothetical protein
254191_at	0.0248272	2.01e-03	6.51	-1.387328	1.35	AT4G23895///AT4G23900	Pleckstrin homology (PH) domain-containing protein///nucleoside diphosphate kinase IV
264018_at	0.0248272	2.01e-03	-6.51	-1.387574	-8.74e-01	TIM	triosephosphate isomerase
252205_at	0.0248566	2.01e-03	-6.50	-1.389614	-3.64	AT3G50350	hypothetical protein
256176_at	0.0249012	2.02e-03	6.50	-1.392375	3.10	EXO70G2	exocyst subunit exo70 family protein G2
264396_at	0.0249104	2.02e-03	6.50	-1.393755	5.56e-01	AT1G12050	putative fumarylacetoacetase
250065_at	0.0249104	2.02e-03	6.50	-1.394509	5.33e-01	AT5G17910	hypothetical protein
264089_at	0.0249104	2.02e-03	6.50	-1.39473	6.16e-01	ADF6	actin depolymerizing factor 6
258125_s_at	0.0249183	2.03e-03	-6.50	-1.395927	-2.48	AT3G23530///AT3G23510	Cyclopropane-fatty-acyl-phospholipid synthase///cyclopropane-fatty-acyl-phospholipid synthase
260286_at	0.0249183	2.03e-03	-6.50	-1.39638	-6.45e-01	WIN1	acetylornithine aminotransferase
247509_at	0.0249342	2.03e-03	6.49	-1.397774	1.69	HSFB2A	heat stress transcription factor B-2a
256073_at	0.0249921	2.03e-03	6.49	-1.401153	4.33	E12A11	protein MOTHER of FT and TF 1
250333_at	0.0250433	2.04e-03	-6.48	-1.404446	-7.47e-01	TIM17-3	translocase inner membrane subunit 17-3
262029_at	0.0250433	2.04e-03	-6.48	-1.404852	-1.34	AT1G35680	50S ribosomal protein L21
259761_at	0.0251227	2.05e-03	6.48	-1.409402	2.01	LACS9	long chain acyl-CoA synthetase 9
251574_at	0.0251227	2.05e-03	-6.48	-1.409868	-1.18	PDCB5	glucan endo-1,3-beta-glucosidase-like protein 1
256838_at	0.0251278	2.05e-03	6.48	-1.411356	4.09e-01	ARFC1	ADP-ribosylation factor C1
257717_at	0.0251278	2.06e-03	-6.47	-1.412959	-1.30	EMB1865	CRS1 / YhbY domain-containing protein EMB1865
263886_at	0.0251278	2.06e-03	6.47	-1.413645	5.99e-01	TKI1	TSL-kinase interacting protein 1
248798_at	0.0251278	2.06e-03	-6.47	-1.414213	-8.20e-01	AT5G47190	50S ribosomal protein L19-2
258942_at	0.0251278	2.06e-03	6.47	-1.415123	1.24	AT3G09960	calcineurin-like metallo-phosphoesterase-like protein
259198_at	0.0251278	2.06e-03	6.47	-1.41525	9.34e-01	AT3G03610	ELMO/CED-12 family protein
260867_at	0.0251278	2.06e-03	6.47	-1.415711	1.08	TED6	tracheary element differentiation-related 6 protein
265960_at	0.0251278	2.06e-03	-6.47	-1.415736	-7.66e-01	AT2G37470	histone H2B
248720_at	0.0251278	2.06e-03	-6.47	-1.415819	-2.95e-01	D6PKL2	D6 protein kinase like 2
246198_at	0.025178	2.07e-03	-6.47	-1.419046	-1.23	GGPS1	geranylgeranyl pyrophosphate synthase 1
253138_at	0.025178	2.07e-03	-6.46	-1.419803	-8.17e-01	MRPL11	mitochondrial ribosomal protein L11
260814_at	0.025178	2.07e-03	-6.46	-1.420078	-6.69e-01	emb1075	serine decarboxylase 1
260972_at	0.0251872	2.07e-03	-6.46	-1.421376	-1.07	AT1G53530	peptidase-S24/S26 domain-containing protein
255791_at	0.0251872	2.07e-03	-6.46	-1.421771	-1.74	DAL1	protein differentiation and greening-like 1
