"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Description","Entrez"
"926","AT1G23050",268.273213911862,-1.30110676405505,0.148867006373609,1.15927879368926e-09,6.42107066887339e-09,"AT1G23050","hydroxyproline-rich glycoprotein family protein(AT1G23050)",838913
"927","AT1G23070",53.32054032023,7.09974671898699,0.877324900891419,4.23379641355363e-14,3.19331848095933e-13,"AT1G23070","organic solute transporter ostalpha protein (DUF300)(AT1G23070)",838915
"928","AT1G23080",1995.6334909884,1.96580972676706,0.105037285178744,3.95214010270466e-50,1.37420744923685e-48,"PIN7","Auxin efflux carrier family protein(PIN7)",838916
"929","AT1G23090",1211.02699477488,-0.82834259843017,0.113596228130963,0.000179752057838277,0.000615194480912024,"SULTR3","sulfate transporter 91(AST91)",838917
"930","AT1G23100",121.100035417706,2.29591709396798,0.229517551282069,5.6506624969393e-17,4.95478628087936e-16,"AT1G23100","GroES-like family protein(AT1G23100)",838918
"931","AT1G23120",153.149775507911,-2.70223992950718,0.226683182754419,9.52822851482586e-25,1.2287042171253e-23,"AT1G23120","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G23120)",838920
"932","AT1G23140",65.0132808540763,1.86221764678471,0.271709879783175,3.27913748799673e-08,1.62019293671905e-07,"AT1G23140","Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G23140)",838922
"933","AT1G23149",201.020214395581,-1.10748478455496,0.163486597776893,1.24932419098884e-05,4.8774100806844e-05,"CPuORF29",NA,NA
"934","AT1G23160",14.8217930620172,4.63735408325452,1.37270245259618,0.000196069786799303,0.000667637377454128,"AT1G23160","Auxin-responsive GH3 family protein(AT1G23160)",838924
"935","AT1G23170",216.625460398616,1.87441123505785,0.173853179296039,1.33263127232782e-17,1.20615607966569e-16,"AT1G23170","transmembrane protein (Protein of unknown function DUF2359, transmembrane)(AT1G23170)",838925
"936","AT1G23190",2248.54791825473,1.47939504499273,0.0643670789492747,2.49156885002636e-62,1.25473079597066e-60,"PGM3","Phosphoglucomutase/phosphomannomutase family protein(PGM3)",838927
"937","AT1G23280",649.060204886995,0.85439950192405,0.0899060097181397,6.65890751380706e-07,2.94777722987107e-06,"AT1G23280","MAK16 protein-like protein(AT1G23280)",838937
"938","AT1G23290",2771.5940159045,1.1619026158717,0.0911003801572062,9.60161730808403e-17,8.3017060417588e-16,"RPL27AB","Ribosomal protein L18e/L15 superfamily protein(RPL27AB)",838938
"939","AT1G23310",33877.5898719842,-2.74917908737989,0.0964882751906717,1.45376232835172e-130,2.87964101860228e-128,"GGAT1","glutamate:glyoxylate aminotransferase(GGT1)",838940
"940","AT1G23390",3069.04065249659,-3.35671814381076,0.178628222986277,8.74565019248997e-62,4.32203236302071e-60,"AT1G23390","Kelch repeat-containing F-box family protein(AT1G23390)",838947
"941","AT1G23400",1082.520617112,-0.997171403875166,0.13514012551524,9.87930163419143e-06,3.89403365343125e-05,"CAF2","RNA-binding CRS1 / YhbY (CRM) domain-containing protein(CAF2)",838948
"942","AT1G23410",298.079574342236,2.63013204442793,0.183332833703802,2.76630836576159e-34,5.47507026756713e-33,"RPS27AA","Ribosomal protein S27a / Ubiquitin family protein(AT1G23410)",838949
"943","AT1G23440",1180.60521478567,-0.773436526642431,0.0922463321446981,6.98620888822084e-05,0.000251121112587751,"AT1G23440","Peptidase C15, pyroglutamyl peptidase I-like protein(AT1G23440)",838952
"944","AT1G23460",86.2987567267,1.18628781687408,0.234071493528967,0.000540190267142235,0.00173433859050035,"AT1G23460","Pectin lyase-like superfamily protein(AT1G23460)",838954
"945","AT1G23480",711.907120722432,-0.927894487014567,0.139089121440145,0.000147838349915184,0.000511256663430213,"CSLA3","cellulose synthase-like A3(CSLA03)",838956
"946","AT1G23540",9.48773122727744,2.14061825155316,0.887509413337897,0.0105595081953588,0.0278855944759087,"PERK12","Protein kinase superfamily protein(PERK12)",838963
"947","AT1G23550",110.769891893497,-1.40901356069999,0.239029276109452,1.39233810620103e-05,5.4069167080916e-05,"SRO2","similar to RCD one 2(SRO2)",838965
"948","AT1G23560",121.082735313583,-1.40575505365781,0.238862306370373,1.4624795240625e-05,5.66564286285578e-05,"AT1G23560","OBP32pep, putative (DUF220)(AT1G23560)",838966
"949","AT1G23720",3363.70921183636,1.01925497163287,0.186698948566254,0.000753771194884493,0.00237522945567592,"AT1G23720","Proline-rich extensin-like family protein(AT1G23720)",838982
"950","AT1G23730",111.657931888078,2.7210201189442,0.287392256563857,1.70223201241721e-16,1.45666213923776e-15,"BCA3","beta carbonic anhydrase 3(BCA3)",838983
"951","AT1G23740",2730.07068962547,-1.51337801001508,0.155894370674236,6.15697333982396e-13,4.28417557530048e-12,"AT1G23740","Oxidoreductase, zinc-binding dehydrogenase family protein(AOR)",838984
"952","AT1G23750",187.464066657339,1.71262127076703,0.171663206483091,1.27042618521357e-14,9.88127428125882e-14,"AT1G23750","Nucleic acid-binding, OB-fold-like protein(AT1G23750)",838985
"953","AT1G23790",110.560497497304,3.18408543390978,0.26134722997804,6.14500370455987e-27,8.84455982873102e-26,"AT1G23790","dicer-like protein (DUF936)(AT1G23790)",838990
"954","AT1G23800",329.415678732357,0.92530238829733,0.14894693758633,0.000398908853509321,0.00130411679571242,"ALDH2B7","aldehyde dehydrogenase 2B7(ALDH2B7)",838991
"955","AT1G23820",2453.88050986897,0.802729829450379,0.0688556117712816,1.12136847849264e-08,5.75350119984144e-08,"SPDS1","spermidine synthase(SPDS1)",838993
"956","AT1G23840",43.4759398481276,-1.77585725712874,0.384538130140472,0.000130123288775391,0.000453498615019629,"AT1G23840","transmembrane protein(AT1G23840)",838995
"957","AT1G23860",961.13196984914,-0.702537516467348,0.0940949240375031,0.00159496356413658,0.00480657058123514,"RSZ21","RS-containing zinc finger protein 21(RSZ21)",838997
"958","AT1G23870",3536.02441328612,-3.27991849369701,0.111907031729373,6.82500808476235e-146,1.83259050418185e-143,"TPS9","trehalose-phosphatase/synthase 9(TPS9)",838998
"959","AT1G23935",55.7887663219978,1.66821263284821,0.298752421286229,1.20575079370263e-05,4.71720474026515e-05,"AT1G23935","apoptosis inhibitory protein(AT1G23935)",2745761
"960","AT1G23940",70.7135227642926,1.82706302264496,0.279336896219407,1.45847888816256e-07,6.83982162067462e-07,"AT1G23940",NA,NA
"961","AT1G24020",754.851487626901,5.31014342564231,0.356223495897758,4.79976366025825e-44,1.37267560489705e-42,"MLP423","MLP-like protein 423(MLP423)",839014
"962","AT1G24030",21.9897650298503,2.28184603164402,0.520478448271535,8.83179246074663e-05,0.000313958659320981,"AT1G24030","Protein kinase superfamily protein(AT1G24030)",839015
"963","AT1G24040",434.967232510318,-1.1276449579355,0.135020602581343,6.50371855494359e-08,3.14337725197533e-07,"AT1G24040","Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT1G24040)",839016
"964","AT1G24070",35.2307459722792,5.24509346967678,0.842660615468008,9.27706940391863e-09,4.79242537868956e-08,"CSLA10","cellulose synthase-like A10(CSLA10)",839019
"965","AT1G24090",64.3263048620105,1.7606570101608,0.30698116998585,3.93847713458905e-06,1.61208059678996e-05,"AT1G24090","RNase H family protein(AT1G24090)",839020
"966","AT1G24095",76.6964374322227,1.76517153345577,0.254043867127702,3.74784754431655e-08,1.84386163998277e-07,"AT1G24095","Putative thiol-disulfide oxidoreductase DCC(AT1G24095)",10723023
"967","AT1G24100",703.420619784318,1.07984923194941,0.121914253572337,2.56055605608264e-08,1.27584325054212e-07,"UGT74B1","UDP-glucosyl transferase 74B1(UGT74B1)",839022
"968","AT1G24130",25.4139528090147,1.67154784442394,0.453564705630227,0.00194354749127875,0.00577354255368683,"AT1G24130","Transducin/WD40 repeat-like superfamily protein(AT1G24130)",839025
"969","AT1G24147",103.920710825545,-4.02101544088316,0.431556951732111,7.32489186996184e-18,6.74850693593206e-17,"AT1G24147","transmembrane protein(AT1G24147)",5007719
"970","AT1G24148",209.245305979941,-2.90445699606233,0.241198229131813,8.61048167707066e-26,1.17360913822949e-24,"AT1G24148","hypothetical protein(AT1G24148)",6241475
"971","AT1G24160",1876.63044154982,-0.762850241671743,0.076968260170853,3.61241707431782e-06,1.48440181972393e-05,"AT1G24160","triadin(AT1G24160)",839029
"972","AT1G24180",2010.71637459636,1.20136717382213,0.0948865799652585,4.50729360832253e-17,3.97240179936988e-16,"IAR4","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein(IAR4)",839031
"973","AT1G24240",192.460217613444,0.851982233558206,0.18412856447032,0.012739898789327,0.0330832145006315,"AT1G24240","Ribosomal protein L19 family protein(AT1G24240)",839038
"974","AT1G24280",414.907750919672,2.11730884190981,0.123882993695287,1.03357060585901e-43,2.92473855517435e-42,"G6PD3","glucose-6-phosphate dehydrogenase 3(G6PD3)",839044
"975","AT1G24310",441.253747688301,0.705513315787995,0.108230318186675,0.00541890109206336,0.0150175646549086,"NUP54","nuclear pore complex protein(AT1G24310)",839047
"976","AT1G24320",42.1350025137693,1.43529387000448,0.442759311024112,0.00924472997447368,0.0246750767134008,"GCS2","Six-hairpin glycosidases superfamily protein(AT1G24320)",839048
"977","AT1G24340",622.742424369313,-1.10010809355105,0.120187812440485,5.8215054290941e-09,3.05101930599627e-08,"EMB260","FAD/NAD(P)-binding oxidoreductase family protein(EMB2421)",839050
"978","AT1G24440",294.0180564977,-0.943128151778515,0.121779559809153,8.50363354303636e-06,3.37159652503719e-05,"AT1G24440","RING/U-box superfamily protein(AT1G24440)",839060
"979","AT1G24510",4337.46835808299,0.644065982440157,0.0610360030435868,0.000113656251174444,0.000399333667618728,"CCT5","TCP-1/cpn60 chaperonin family protein(AT1G24510)",839066
"980","AT1G24530",838.887296244756,-2.5371530783494,0.111425144388236,7.79074575824846e-82,6.38207328792652e-80,"AT1G24530","Transducin/WD40 repeat-like superfamily protein(AT1G24530)",839068
"981","AT1G24560",1241.87734917684,-0.796220237994273,0.0747595800594013,1.87347678974587e-07,8.69157997715466e-07,"AT1G24560","paramyosin(AT1G24560)",839070
"982","AT1G24580",63.1654178395694,2.10738034799983,0.440183119505466,2.97796809401603e-05,0.00011181724201366,"AT1G24580","RING/U-box superfamily protein(AT1G24580)",2745762
"983","AT1G24620",10.0695580259006,4.43911959093863,1.05693744792342,6.88183070956899e-05,0.000247516477046352,"CML25","EF hand calcium-binding protein family(AT1G24620)",839076
"984","AT1G24735",76.1163021943471,4.68758601906756,0.410565365146566,4.77966107025787e-26,6.61163648676884e-25,"AT1G24735","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G24735)",839082
"985","AT1G25054",484.561187646775,-1.79072070764373,0.200346091862313,1.95700255251306e-12,1.31661814265118e-11,"LPXC4","UDP-3-O-acyl N-acetylglycosamine deacetylase family protein(LpxC3)",839094
"986","AT1G25098",7462.07075641416,-0.982180588403148,0.0735744317257368,5.41409360764325e-15,4.30243295370953e-14,"AT1G25098","ncRNA(AT1G25098)",5007722
"987","AT1G25175",1881.311389396,-1.29599457012228,0.140101888425414,1.30151722163094e-10,7.75646490207974e-10,"AT1G25175","ncRNA(AT1G25175)",6240724
"988","AT1G25210",14.16498886276,-2.89002973310592,1.35805687600641,0.00664379050963348,0.0181416770006557,"LPXC1","UDP-3-O-acyl N-acetylglycosamine deacetylase family protein(LpxC5)",839102
"989","AT1G25230",3115.23044440855,-1.01719556943464,0.116943701193531,1.40892197248572e-07,6.61383224302445e-07,"PAP4","Calcineurin-like metallo-phosphoesterase superfamily protein(AT1G25230)",839105
"990","AT1G25250",31.4960193886408,1.35057757134187,0.370789413817325,0.00548610601160072,0.0151968406552434,"IDD16","indeterminate(ID)-domain 16(IDD16)",839108
"991","AT1G25310",40.9336994571491,8.25645781517949,1.31321488058188,2.47405748768335e-11,1.54411346196683e-10,"MEE8","basic helix-loop-helix (bHLH) DNA-binding family protein(MEE8)",839115
"992","AT1G25360",67.784544555354,1.06828886512471,0.253118835300014,0.00595977187286281,0.0164167157277559,"PCMP-H74","Pentatricopeptide repeat (PPR) superfamily protein(AT1G25360)",839121
"993","AT1G25370",125.098037449498,0.911448900329566,0.196093993547014,0.00769165164904666,0.0207706395966992,"AT1G25370","hypothetical protein (DUF1639)(AT1G25370)",839122
"994","AT1G25375",215.159448354863,0.959626414705068,0.16832691511307,0.000757306055876239,0.00238543510770401,"AT1G25375","Metallo-hydrolase/oxidoreductase superfamily protein(AT1G25375)",839123
"995","AT1G25390",627.759941732888,-1.38713062493211,0.135958778307288,3.33518327783804e-13,2.36983355166816e-12,"AT1G25390","Protein kinase superfamily protein(AT1G25390)",839125
"996","AT1G25400",691.319609526583,-3.34664621179324,0.313502673741179,1.0227050255125e-21,1.14419859474699e-20,"AT1G25400","transmembrane protein(AT1G25400)",839126
"997","AT1G25422",36.7601820037796,10.2164575769705,2.81543888900838,3.8002447124381e-13,2.68685528732531e-12,"AT1G25422","hypothetical protein(AT1G25422)",7922317
"998","AT1G25425",54.1440334841402,3.60598589266854,0.384249662603674,2.44447483969137e-17,2.18465898579814e-16,"CLE43","CLAVATA3/ESR-RELATED 43(CLE43)",28717267
"999","AT1G25440",3846.59746510406,-1.1367572568488,0.117303847482658,3.49628486800849e-10,2.02180474085411e-09,"COL16","B-box type zinc finger protein with CCT domain-containing protein(BBX15)",839130
"1000","AT1G25510",171.127281750435,3.10583883119749,0.266677089697078,9.19807611192465e-25,1.18739694081609e-23,"AT1G25510","Eukaryotic aspartyl protease family protein(AT1G25510)",839137
"1001","AT1G25530",571.864462609953,1.40228188891746,0.118361624292984,2.30955586277476e-17,2.06790392663264e-16,"AT1G25530","Transmembrane amino acid transporter family protein(AT1G25530)",839139
"1002","AT1G25550",1883.30992638484,-1.81079320175925,0.134700766638412,8.86804684146403e-26,1.20599448492301e-24,"AT1G25550","myb-like transcription factor family protein(AT1G25550)",839142
"1003","AT1G25560",1633.4414008054,-3.01733222201095,0.17264370696988,2.26584405828007e-52,8.51576788684233e-51,"TEM1","AP2/B3 transcription factor family protein(TEM1)",839143
"1004","AT1G25570",863.49546772627,0.761977670020153,0.0809915282920122,1.19275732185844e-05,4.66788233846657e-05,"AT1G25570","Di-glucose binding protein with Leucine-rich repeat domain-containing protein(AT1G25570)",839144
"1005","AT1G26100",106.802386391015,2.15030916319489,0.264334055005223,1.40770447682199e-11,8.94519757740737e-11,"CYB561D","Cytochrome b561/ferric reductase transmembrane protein family(AT1G26100)",839151
"1006","AT1G26220",182.953782898006,-2.7419811990422,0.297484341322731,8.32543955407036e-16,6.90197503477408e-15,"AT1G26220","Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT1G26220)",839163
"1007","AT1G26233",2.66713421628584,3.07690164545929,1.60891910923069,0.0102343812688823,0.0271040063280887,"SNOR95","ncRNA(SNOR95)",3766797
"1008","AT1G26260",148.987668557403,1.38190239940224,0.214361775588249,2.97734675509577e-06,1.23541486407356e-05,"BHLH76","cryptochrome-interacting basic-helix-loop-helix 5(CIB5)",839167
"1009","AT1G26270",2210.49168924222,-0.741809269206985,0.0963639744802749,0.000478235093961401,0.0015462977362418,"PI4KG5","Phosphatidylinositol 3- and 4-kinase family protein(AT1G26270)",839168
"1010","AT1G26330",81.1641186860563,1.86279235169817,0.306203909419842,7.38310898602553e-07,3.25584328022432e-06,"AT1G26330","DNA binding protein(AT1G26330)",839175
"1011","AT1G26360",7.10491182891928,4.49077258962179,1.35883211288597,0.000257680604142858,0.000863916409505592,"MES13","methyl esterase 13(MES13)",839178
"1012","AT1G26380",163.017956001106,-1.97210671382173,0.531703325329481,0.000843678671233964,0.00263639787473088,"AT1G26380","FAD-binding Berberine family protein(AT1G26380)",839180
"1013","AT1G26390",141.815665267202,-3.4344951409362,0.733383266649976,4.14592568751854e-06,1.69498291599684e-05,"AT1G26390","FAD-binding Berberine family protein(AT1G26390)",839181
"1014","AT1G26410",24.5824041089969,-1.97408462931589,0.59018715586376,0.00213698638099216,0.00630862605461235,"AT1G26410","FAD-binding Berberine family protein(AT1G26410)",839183
"1015","AT1G26420",150.737044981644,-3.17498053378567,0.28607615269268,6.31997788258412e-23,7.47936265967325e-22,"AT1G26420","FAD-binding Berberine family protein(AT1G26420)",839184
"1016","AT1G26450",176.494871777731,2.56730094618835,0.210135845086667,2.83981453848378e-25,3.76450675463516e-24,"AT1G26450","Carbohydrate-binding X8 domain superfamily protein(AT1G26450)",839186
"1017","AT1G26460",882.46171086122,1.22414665731796,0.0865142812622713,2.84281680793816e-21,3.10716919858135e-20,"AT1G26460","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G26460)",839187
"1018","AT1G26520",210.167123456791,0.821173822831694,0.176145792671255,0.0152013411585193,0.0390015511664483,"AT1G26520","Cobalamin biosynthesis CobW-like protein(AT1G26520)",839192
"1019","AT1G26540",66.9301270659614,1.63557038715023,0.229713238885147,4.04604418749914e-08,1.98330028063092e-07,"AT1G26540","Agenet domain-containing protein(AT1G26540)",839194
"1020","AT1G26550",1684.90284668561,0.631197833551588,0.06924779682316,0.00123569996385427,0.00377855565310669,"AT1G26550","FKBP-like peptidyl-prolyl cis-trans isomerase family protein(AT1G26550)",839195
"1021","AT1G26560",215.668086791532,1.32905864445339,0.14234246098016,5.98959268768331e-11,3.65239709539629e-10,"BGLU40","beta glucosidase 40(BGLU40)",839196
"1022","AT1G26570",107.464672684094,1.32659707945748,0.217311771104449,1.33712771938406e-05,5.20506257516676e-05,"UGD1","UDP-glucose dehydrogenase 1(UGD1)",839197
"1023","AT1G26580",3322.9611386664,-0.902098867559023,0.081330230507206,1.03791225841936e-09,5.77664385927275e-09,"AT1G26580","ELM2 domain protein(AT1G26580)",839198
"1024","AT1G26640",503.89331613026,0.719714899677868,0.121707917415843,0.00926742421549743,0.0247274565078625,"AT1G26640","Amino acid kinase family protein(AT1G26640)",839204
"1025","AT1G26665",1089.47311287282,-0.697612457672026,0.122924115669855,0.016397833632655,0.0418226963131125,"MED10B","Mediator complex, subunit Med10(AT1G26665)",839207
"1026","AT1G26670",2837.41164998844,-2.15192966113697,0.0861915263817311,2.11880245292138e-91,2.08142195436171e-89,"VTI12","Vesicle transport v-SNARE family protein(VTI1B)",839208
"1027","AT1G26680",41.9367104532435,1.31950015587959,0.318477902783773,0.00219609858061597,0.00647127402745588,"REM17","transcriptional factor B3 family protein(AT1G26680)",839209
"1028","AT1G26700",41.8593867596019,2.34460038711574,0.511793763779641,3.90430453553281e-05,0.000144888549455906,"MLO14","Seven transmembrane MLO family protein(MLO14)",839211
"1029","AT1G26740",334.754947314792,1.15980168222836,0.114981062650586,4.43980739500557e-11,2.73078100045061e-10,"AT1G26740","Ribosomal L32p protein family(AT1G26740)",839215
"1030","AT1G26750",353.304394153753,1.10579112338135,0.110891890387529,2.29163511787341e-10,1.34188646131642e-09,"AT1G26750","hypothetical protein(AT1G26750)",839216
"1031","AT1G26760",94.4916890253555,4.05685630215727,0.375561453187041,7.22430921866838e-23,8.52870818653347e-22,"ATXR1","SET domain protein 35(SDG35)",839217
"1032","AT1G26761",317.607008716933,-1.61616261547835,0.176747523532486,3.64768537256479e-12,2.40846898124046e-11,"AT1G26761","Arabinanase/levansucrase/invertase(AT1G26761)",6241260
"1033","AT1G26770",932.727997454485,3.05744915309102,0.168244449344523,1.36646771299531e-56,5.81374273807123e-55,"EXPA10","expansin A10(EXPA10)",839218
"1034","AT1G26780",12.879290674999,1.59193807071912,0.585104818167054,0.015831872843092,0.040494606173387,"MYB117","myb domain protein 117(MYB117)",839219
"1035","AT1G26790",13.0512159222438,-5.9303131626773,1.33381924356411,1.89729795227234e-06,8.03401126942587e-06,"DOF1.3","Dof-type zinc finger DNA-binding family protein(AT1G26790)",839220
"1036","AT1G26800",589.239349840607,-3.24385119607365,0.125664493402538,2.02589413568655e-113,2.87986809900007e-111,"AT1G26800","RING/U-box superfamily protein(AT1G26800)",839223
"1037","AT1G26840",67.7789818905004,2.15937048792837,0.284332203674893,2.23403116377491e-10,1.30974277301758e-09,"ORC6","origin recognition complex protein 6(ORC6)",839227
"1038","AT1G26880",2357.24870198577,1.15614254213431,0.0876780793533331,1.09497116287092e-17,9.95525700599648e-17,"RPL34A","Ribosomal protein L34e superfamily protein(AT1G26880)",838331
"1039","AT1G26910",314.294797154087,1.1128549168766,0.133989669092644,1.004187019684e-07,4.77606445929609e-07,"RPL10B","Ribosomal protein L16p/L10e family protein(RPL10B)",837036
"1040","AT1G26920",1015.39963570582,-1.08631364579267,0.140630563917684,9.67279600496339e-07,4.21936440895208e-06,"AT1G26920","zinc finger CCHC domain protein(AT1G26920)",839582
"1041","AT1G26930",573.882184846769,-0.983914741675954,0.0950099334852436,1.05399385544758e-09,5.86344740118468e-09,"AT1G26930","Galactose oxidase/kelch repeat superfamily protein(AT1G26930)",839583
"1042","AT1G26960",304.611121860908,0.841988783120708,0.12892925999532,0.000627280615980855,0.00199826830553564,"ATHB-23","homeobox protein 23(AtHB23)",839587
"1043","AT1G27020",1914.62309934769,-1.19578702211126,0.137204653378167,5.84990638596941e-09,3.06523932617816e-08,"AT1G27020","plant/protein(AT1G27020)",839591
"1044","AT1G27030",781.624640565866,2.17521384489394,0.122635463103482,1.66160102133566e-47,5.3114087674071e-46,"AT1G27030","hypothetical protein(AT1G27030)",839592
"1045","AT1G27040",7.85143611784974,4.70498844455554,1.16244032318181,7.52389290283647e-05,0.000269246847164144,"NPF4.5","Major facilitator superfamily protein(AT1G27040)",839593
"1046","AT1G27100",1707.06555497147,-1.71849679986306,0.129560113262892,2.07260580918984e-24,2.64030532339914e-23,"AT1G27100","Actin cross-linking protein(AT1G27100)",839599
"1047","AT1G27120",228.645752685666,1.11180114589554,0.137897813518353,2.33690649430763e-07,1.07589411966924e-06,"B3GALT17","Galactosyltransferase family protein(AT1G27120)",839601
"1048","AT1G27130",997.564891738531,1.34379211154202,0.0962856285679329,1.65537566002654e-22,1.92233580971654e-21,"GSTU13","glutathione S-transferase tau 13(GSTU13)",839602
"1049","AT1G27140",54.7507719963491,3.08103792880571,0.452154172384387,6.99435144478666e-10,3.95196392365477e-09,"GSTU14","glutathione S-transferase tau 14(GSTU14)",839603
"1050","AT1G27290",1890.6775623243,-2.18679352275291,0.0984202920660911,1.96066235892169e-73,1.33093726308151e-71,"AT1G27290","transmembrane protein(AT1G27290)",839618
"1051","AT1G27320",3403.99135561618,-1.12741936959677,0.064395646947478,4.37223692020114e-29,6.92849032220202e-28,"AHK3","histidine kinase 3(HK3)",839621
"1052","AT1G27360",134.889012409828,-0.936178001773101,0.184754138209863,0.00314371150914534,0.00902911009389187,"SPL11","squamosa promoter-like 11(SPL11)",839625
"1053","AT1G27370",345.48022549744,-1.09215223932155,0.13467500830753,2.60048099513134e-07,1.19337682735177e-06,"SPL10","squamosa promoter binding protein-like 10(SPL10)",839626
"1054","AT1G27390",857.206496206444,1.1013704661154,0.0925781578447519,5.39050775422132e-14,4.03429933030762e-13,"TOM20-2","translocase outer membrane 20-2(TOM20-2)",839629
"1055","AT1G27400",2875.74689510913,1.20617848341577,0.104889784688445,1.87064946104083e-14,1.43831100462974e-13,"RPL17A","Ribosomal protein L22p/L17e family protein(AT1G27400)",839630
"1056","AT1G27435",679.293888567585,0.888943978530676,0.121805612484147,6.49987550635179e-05,0.00023457992974568,"AT1G27435","hypothetical protein(AT1G27435)",839634
"1057","AT1G27450",2777.40381797709,0.912543625193162,0.0824669463554357,8.11109500556189e-10,4.55525730663278e-09,"APT1","adenine phosphoribosyl transferase 1(APT1)",839636
"1058","AT1G27460",463.621440004284,0.957634001486871,0.140088095992871,6.63337549917755e-05,0.000239109905731009,"NPGR1","no pollen germination related 1(NPGR1)",839637
"1059","AT1G27461",141.913833766544,7.02340533309449,0.594848805699366,3.34241012559395e-29,5.32450119282158e-28,"AT1G27461","hypothetical protein(AT1G27461)",6240762
"1060","AT1G27480",610.120169822642,-1.42730221080031,0.174367376186562,2.53675475421901e-09,1.36684984148175e-08,"LCAT1","alpha/beta-Hydrolases superfamily protein(AT1G27480)",839639
"1061","AT1G27510",1536.34570683272,-1.02433486466468,0.0824478471702645,6.45098590883807e-14,4.81453136111738e-13,"EX2","UvrB/UvrC domain protein (DUF3506)(EX2)",839642
"1062","AT1G27520",971.120875694549,-1.16551769246537,0.0994781304864495,1.86858443547981e-14,1.43763806010204e-13,"MNS5","Glycosyl hydrolase family 47 protein(AT1G27520)",839643
"1063","AT1G27530",1269.91721336585,0.673770116152454,0.0712504370561564,0.00019086018853552,0.000650998915476269,"AT1G27530","ubiquitin-fold modifier-conjugating enzyme(AT1G27530)",839644
"1064","AT1G27650",2186.72866592297,-0.692144189206879,0.0952974531855533,0.0026378866373732,0.00767668213857909,"U2AF35A","U2 snRNP auxiliary factor small subunit(ATU2AF35A)",839657
"1065","AT1G27660",104.597518776232,1.66964967395853,0.26027661350528,5.15884185446832e-07,2.30654157733731e-06,"BHLH110","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G27660)",839658
"1066","AT1G27670",218.710446202963,-1.42958439430016,0.20878153377116,4.90146658008416e-07,2.19471634934804e-06,"AT1G27670","transmembrane protein(AT1G27670)",839659
"1067","AT1G27680",297.954054471395,1.81872220034807,0.12308056981024,8.79114377240207e-31,1.50671475463736e-29,"APL2","ADPGLC-PPase large subunit(APL2)",839660
"1068","AT1G27740",31.7052668292682,2.08824314442386,0.404350788697056,9.99669007174112e-06,3.9396609959833e-05,"BHLH54","root hair defective 6-like 4(RSL4)",839667
"1069","AT1G27880",103.89897247657,1.43194195579835,0.217364740317075,1.28786988769517e-06,5.54771189055998e-06,"RECQL5","DEAD/DEAH box RNA helicase family protein(AT1G27880)",839681
"1070","AT1G27890",3.7622856633743,4.01079285572679,2.45690995601955,0.00479911089806159,0.0134060009204203,"CAF1-4","Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT1G27890)",839682
"1071","AT1G27980",1093.40042725242,-0.664857604895879,0.0988643906665881,0.00865540483529359,0.0231866215773977,"DPL1","dihydrosphingosine phosphate lyase(DPL1)",839691
"1072","AT1G27990",49.1285373109149,5.58621505986442,0.631136608747821,4.36175107631357e-17,3.85115369054416e-16,"AT1G27990","transmembrane protein(AT1G27990)",839692
"1073","AT1G28010",185.525340407397,-0.929528757450615,0.17985387939703,0.00279083323206418,0.00808284706208809,"ABCB14","P-glycoprotein 14(ABCB14)",839694
"1074","AT1G28100",445.020651564673,-1.38438201414381,0.128026100871496,1.36523601274174e-14,1.06016367236237e-13,"AT1G28100","hypothetical protein(AT1G28100)",839703
"1075","AT1G28110",380.235443269887,0.814010995637395,0.117087986206107,0.000446655534354975,0.00145029640419204,"SCPL45","serine carboxypeptidase-like 45(SCPL45)",839704
"1076","AT1G28140",961.389443069036,-1.08628837991588,0.110503990528756,6.03280297675699e-10,3.42790305046578e-09,"AT1G28140","integral membrane family protein(AT1G28140)",839708
"1077","AT1G28150",673.679221162562,-0.81103499816668,0.164798399329431,0.0117550798045757,0.0307405322538011,"AT1G28150","hypothetical protein(AT1G28150)",839709
"1078","AT1G28190",206.784330246888,-1.39589176870089,0.172684207098427,5.66197424918153e-09,2.97192158352999e-08,"AT1G28190","hypothetical protein(AT1G28190)",839713
"1079","AT1G28260",1021.81347851118,-2.26022905352236,0.0934334742507207,7.43484717390522e-88,6.83157858572599e-86,"SMG7L","Telomerase activating protein Est1(AT1G28260)",839720
"1080","AT1G28290",5808.09812546594,2.76533707633943,0.174267324795541,2.34794877301504e-42,6.37534045490804e-41,"AGP31","arabinogalactan protein 31(AGP31)",839723
"1081","AT1G28320",935.311690013941,-0.696728284806376,0.0828314620845938,0.000461871344213297,0.0014953889207206,"DEG15","protease-like protein(DEG15)",839726
"1082","AT1G28330",10491.0572529155,-2.49545398099877,0.115763774041591,2.978483179366e-73,2.01055934392622e-71,"DYL1","dormancy-associated protein-like 1(DYL1)",839729
