ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
259197_at	0.137983	2.26e-02	3.43	-3.81379	4.64	AT3G03670	peroxidase
258067_at	0.138019	2.26e-02	-3.43	-3.81439	-1.23	MAD2	mitotic spindle checkpoint protein MAD2
251729_at	0.138095	2.26e-02	3.43	-3.81533	7.09e-01	AT3G56310	melibiase family protein
262005_at	0.138202	2.26e-02	-3.43	-3.81651	-3.59e-01	GCN3	ABC transporter F family member 3
263973_at	0.138352	2.27e-02	-3.42	-3.81808	-7.44e-01	RPL16A	60S ribosomal protein L16A
263442_at	0.138352	2.27e-02	-3.42	-3.81843	-2.08	AT2G28605	photosystem II reaction center PsbP family protein
247582_at	0.138352	2.27e-02	3.42	-3.81867	3.15	AT5G60760	phytic acid metabolising protein
259072_at	0.138355	2.27e-02	-3.42	-3.81904	-1.19	FLA18	FASCICLIN-like arabinogalactan protein 18 precursor
260012_at	0.138355	2.27e-02	3.42	-3.81933	5.88e-01	AT1G67865	hypothetical protein
264266_at	0.138355	2.27e-02	-3.42	-3.81968	-4.77e-01	AT1G09160	putative protein phosphatase 2C
263243_at	0.138355	2.27e-02	3.42	-3.81992	2.89e-01	GLX2-5	Hydroxyacylglutathione hydrolase 2
245934_at	0.138363	2.27e-02	3.42	-3.82029	7.51e-01	NAC082	NAC domain containing protein 82
251094_at	0.1384	2.27e-02	-3.42	-3.8209	-1.33e-01	AT5G01350	hypothetical protein
264172_at	0.138504	2.28e-02	3.42	-3.82207	5.22e-01	VAD1	protein Vascular Associated Death1
257750_at	0.138537	2.28e-02	-3.42	-3.82265	-1.08	AT3G18800	hypothetical protein
260884_at	0.138538	2.28e-02	-3.42	-3.82296	-8.71e-01	AT1G29240	hypothetical protein
252217_at	0.138898	2.28e-02	3.42	-3.82623	2.56	AT3G50140	hypothetical protein
260975_at	0.138934	2.29e-02	3.42	-3.82754	1.34	AT1G53430	Leucine-rich repeat transmembrane protein kinase
255474_at	0.138934	2.29e-02	-3.42	-3.82765	-2.16e-01	AT4G02480	AAA-type ATPase family protein
247011_at	0.138934	2.29e-02	3.42	-3.82772	6.88e-01	FRO1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4
266127_s_at	0.138934	2.29e-02	-3.42	-3.82774	-6.89e-01	AT1G45332///AT2G45030	elongation factor G///elongation factor EF-G
267402_at	0.139074	2.29e-02	-3.41	-3.82939	-3.27e-01	IQD6	IQ-domain 6 protein
262090_at	0.139074	2.29e-02	3.41	-3.82951	2.74e-01	HAC4	histone acetyltransferase of the CBP family 4
247106_at	0.139093	2.29e-02	-3.41	-3.82997	-2.34e-01	AT5G66240	transducin/WD40 domain-containing protein
264096_at	0.139181	2.29e-02	-3.41	-3.83098	-2.28	AT1G78995	hypothetical protein
247699_at	0.139548	2.30e-02	3.41	-3.8343	5.36e-01	AT5G59840	Ras-related small GTP-binding family protein
248636_at	0.139548	2.30e-02	-3.41	-3.83461	-2.28	AT5G49080	pseudo
263365_at	0.139671	2.30e-02	-3.41	-3.83591	-8.54e-01	AT2G20550	HSP40/DnaJ peptide-binding protein
266225_at	0.139937	2.31e-02	-3.41	-3.83865	-2.50	OEP16-1	outer plastid envelope protein 16-1
248507_at	0.139937	2.31e-02	-3.41	-3.8387	-1.83	AT5G50420	O-fucosyltransferase family protein
265062_at	0.139976	2.31e-02	3.41	-3.83932	3.49	AT1G61550	G-type lectin S-receptor-like serine/threonine-protein kinase
256192_at	0.140188	2.31e-02	-3.40	-3.84135	-2.04	NUDX25	ppGpp pyrophosphohydrolase
250813_at	0.140192	2.32e-02	-3.40	-3.84169	-5.36e-01	TOC34	translocase of chloroplast 34
256042_at	0.140373	2.32e-02	3.40	-3.84365	1.10	AT1G07220	hypothetical protein
249443_at	0.140373	2.32e-02	-3.40	-3.84377	-7.29e-01	AT5G39600	hypothetical protein
247183_at	0.140373	2.32e-02	-3.40	-3.84407	-9.88e-01	AT5G65440	hypothetical protein
246502_at	0.140408	2.32e-02	-3.40	-3.84466	-2.52	AT5G16240	acyl-[acyl-carrier-protein] desaturase
258048_at	0.140445	2.32e-02	-3.40	-3.84526	-1.62	EMB2083	protein EMBRYO DEFECTIVE 2083
249764_at	0.140522	2.32e-02	-3.40	-3.84619	-6.55e-01	MIND	putative septum site-determining protein minD homolog
255506_at	0.140581	2.33e-02	-3.40	-3.84698	-1.88	GATL6	putative galacturonosyltransferase-like 6
265060_at	0.140687	2.33e-02	-3.40	-3.84835	-8.12e-01	ATHB-15	homeobox-leucine zipper protein ATHB-15
250075_at	0.140687	2.33e-02	-3.40	-3.8485	-2.37	AT5G17670	hydrolase-like protein
253357_at	0.140687	2.33e-02	-3.40	-3.84874	-1.35	AT4G33400	vacuolar import/degradation, Vid27-related protein
245545_at	0.140759	2.33e-02	3.40	-3.84974	6.99e-01	UGT71B5	UDP-glucosyl transferase 71B5
256751_at	0.140759	2.33e-02	-3.40	-3.84994	-2.50	CLC-B	chloride channel protein CLC-b
250866_at	0.140761	2.33e-02	3.40	-3.85055	7.31e-01	AT5G03905	Iron-sulfur assembly protein IscA-like 2
262705_at	0.140761	2.33e-02	3.40	-3.85056	1.63	AT1G16260	wall-associated receptor kinase-like 8
262360_at	0.140816	2.33e-02	3.40	-3.85131	1.31	PEPR1	leucine-rich repeat receptor-like protein kinase PEPR1
258764_at	0.140872	2.34e-02	-3.39	-3.85213	-1.23	AT3G10720	pectinesterase 25
265679_at	0.140872	2.34e-02	3.39	-3.85236	8.27e-01	AT2G32240///AT2G32235	hypothetical protein///hypothetical protein
254617_s_at	0.140877	2.34e-02	-3.39	-3.85282	-8.24e-01	AT5G45775///RPL16B///AT3G58700	60S ribosomal protein L11-2///60S ribosomal protein L11-2///60S ribosomal protein L11-2
249197_at	0.140877	2.34e-02	3.39	-3.85301	4.21	CML37	calcium-binding protein CML37
266300_at	0.140908	2.34e-02	-3.39	-3.85365	-1.86	PIN4	auxin efflux carrier component 4
254843_at	0.140908	2.34e-02	3.39	-3.85392	7.59e-01	AT4G11860	hypothetical protein
253971_at	0.140908	2.34e-02	-3.39	-3.85416	-4.57	AT4G26530	fructose-bisphosphate aldolase 5
261902_at	0.140989	2.34e-02	-3.39	-3.85525	-5.42e-01	PLMT	phospholipid N-methyltransferase
259513_at	0.140989	2.34e-02	-3.39	-3.85552	-1.06	ARK3	kinesin-like protein PAK
245947_at	0.140989	2.34e-02	-3.39	-3.85574	-2.75	ACL5	Thermospermine synthase ACAULIS5
260436_at	0.140989	2.34e-02	3.39	-3.85602	4.12e-01	AT1G68140	hypothetical protein
250355_at	0.141599	2.36e-02	3.39	-3.86131	6.99e-01	AT5G11700	hypothetical protein
251309_at	0.141599	2.36e-02	-3.39	-3.86156	-1.05	AT3G61220	(+)-neomenthol dehydrogenase
253452_at	0.141661	2.36e-02	-3.39	-3.86236	-9.75e-01	AT4G31930	mitochondrial glycoprotein family protein
266979_at	0.141767	2.36e-02	-3.38	-3.86397	-3.64	PPL2	PsbP-like protein 2
260956_at	0.141767	2.36e-02	-3.38	-3.86437	-9.52e-01	STO	salt tolerance protein
262809_at	0.141767	2.36e-02	-3.38	-3.86457	-1.61	SS3	starch synthase 3
258113_at	0.141767	2.36e-02	-3.38	-3.86496	-8.93e-01	CYP72A11	cytochrome P450, family 72, subfamily A, polypeptide 11
248787_at	0.141767	2.36e-02	3.38	-3.86512	9.75e-01	AT5G47420	tryptophan RNA-binding attenuator-like protein
260650_at	0.141767	2.36e-02	3.38	-3.86592	4.40e-01	TOM2B	tobamovirus multiplication 2B protein
267605_at	0.141767	2.36e-02	3.38	-3.86595	3.11e-01	PDIL2-3	protein disulfide-isomerase like 2-3
261744_at	0.141767	2.37e-02	3.38	-3.86619	2.00e-01	CPNIFS	cysteine desulfurase 2
252204_at	0.141767	2.37e-02	-3.38	-3.86621	-1.19	AT3G50340	hypothetical protein
255449_at	0.141767	2.37e-02	-3.38	-3.86622	-1.32	AT4G02820	pentatricopeptide repeat-containing protein
264928_at	0.141774	2.37e-02	-3.38	-3.86679	-8.93e-01	ATB2	probable aldo-keto reductase 4
264975_at	0.141774	2.37e-02	-3.38	-3.86687	-4.62e-01	AT1G27070	5'-AMP-activated protein kinase-like protein
253620_at	0.141852	2.37e-02	-3.38	-3.8678	-1.41	AT4G30520	senescence-associated receptor-like kinase
248912_at	0.14186	2.37e-02	-3.38	-3.86825	-2.47	AT5G45670	GDSL esterase/lipase
267464_at	0.14186	2.37e-02	3.38	-3.86846	2.72e-01	AT2G19150	putative pectinesterase 10
247045_at	0.141934	2.37e-02	3.38	-3.86937	6.25e-01	AT5G66930	hypothetical protein
251318_at	0.141934	2.37e-02	3.38	-3.86966	8.56e-01	GDAP1	golgin candidate 3
264689_at	0.142001	2.37e-02	-3.38	-3.8705	-1.74	AT1G09900	pentatricopeptide repeat-containing protein
262086_at	0.142073	2.38e-02	-3.38	-3.87143	-1.79	AT1G56050	putative GTP-binding protein
256746_at	0.142073	2.38e-02	-3.38	-3.87168	-2.45	AT3G29320	alpha-glucan phosphorylase 1
260006_at	0.142083	2.38e-02	3.38	-3.87206	8.00e-01	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
258676_at	0.142198	2.38e-02	-3.38	-3.87328	-1.35	AT3G08600	hypothetical protein
261166_s_at	0.142274	2.38e-02	-3.38	-3.87419	-7.15e-01	AT1G34570	essential protein Yae1, N-terminal-domain-containing protein
248495_at	0.142526	2.39e-02	3.37	-3.87651	1.25	AT5G50780	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
267112_at	0.142557	2.39e-02	3.37	-3.87705	1.29	APK	Adenylyl-sulfate kinase 1
257291_at	0.142571	2.39e-02	-3.37	-3.8776	-6.00e-01	AT3G15590	pentatricopeptide repeat-containing protein
266461_at	0.142571	2.39e-02	3.37	-3.87776	8.13e-01	GSTF8	glutathione S-transferase phi 8
254363_at	0.142611	2.39e-02	-3.37	-3.87838	-2.05	sks4	protein SKU5 similar 4
262733_s_at	0.142688	2.39e-02	-3.37	-3.87929	-1.55	ARAB-1///AT1G28660	lipase ARAB-1///GDSL esterase/lipase
253387_at	0.142741	2.39e-02	-3.37	-3.88001	-2.59	GLDP1	glycine dehydrogenase [decarboxylating] 2
246852_at	0.142834	2.40e-02	-3.37	-3.88106	-5.87e-01	AGL26	protein AGAMOUS-LIKE 26
259759_at	0.142876	2.40e-02	-3.37	-3.8817	-1.05	AT1G77550	tubulin-tyrosine ligase
253335_at	0.142964	2.40e-02	-3.37	-3.88269	-1.62	AT4G33500	putative protein phosphatase 2C 62
266271_at	0.142982	2.40e-02	3.37	-3.88314	1.11	GSTU6	glutathione S-transferase tau 6
259637_at	0.142985	2.40e-02	3.37	-3.88346	5.85e-01	PDIL1-5	protein PDI-like 1-5
263379_at	0.143047	2.40e-02	3.37	-3.88447	1.66	CZF1	zinc finger CCCH domain-containing protein 29
262891_at	0.143047	2.40e-02	-3.37	-3.88455	-7.49e-01	GA2	Ent-kaur-16-ene synthase
261319_at	0.143087	2.41e-02	-3.37	-3.88532	-2.17e-01	SPA4	SPA1-related 4 protein
266921_at	0.143087	2.41e-02	-3.37	-3.88546	-6.96e-01	CYP86A8	cytochrome P450, family 86, subfamily A, polypeptide 8
245020_at	0.143136	2.41e-02	-3.36	-3.88615	-4.40e-01	petA	apocytochrome f precursor
252273_at	0.143236	2.41e-02	-3.36	-3.88724	-9.55e-01	AT3G49660	COMPASS-like H3K4 histone methylase component WDR5A
261911_at	0.143437	2.41e-02	-3.36	-3.88915	-9.15e-01	AT1G80750	60S ribosomal protein L7-1
266899_at	0.143581	2.42e-02	-3.36	-3.89059	-1.82	AT2G34620	mitochondrial transcription termination factor family protein
257989_at	0.143624	2.42e-02	3.36	-3.89124	4.52e-01	VPS9A	guanine nucleotide exchange factor VPS9a
258186_s_at	0.143624	2.42e-02	3.36	-3.89184	2.79e-01	AT1G48490///AT3G17850	putative protein kinase///protein kinase family protein
266229_at	0.143624	2.42e-02	-3.36	-3.89204	-6.71e-01	XBAT31	putative E3 ubiquitin-protein ligase XBAT31
250001_at	0.143624	2.42e-02	-3.36	-3.89212	-4.74e-01	TLP11	Tubby-like F-box protein 11
255465_at	0.143684	2.42e-02	-3.36	-3.8929	-1.95	AT4G02990	mitochondrial transcription termination factor-like protein BELAYA SMERT
260455_at	0.143705	2.42e-02	-3.36	-3.89335	-1.25	AT1G72500	hypothetical protein
265225_at	0.143755	2.42e-02	-3.36	-3.89405	-2.81e-01	AT2G36720	acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein
256918_s_at	0.143845	2.43e-02	-3.36	-3.89506	-2.61	AT4G01580///AT3G18960	AP2/B3 domain-containing protein///AP2/B3-like transcriptional factor family protein
264514_at	0.143885	2.43e-02	3.36	-3.89568	2.80	AT1G09500	alcohol dehydrogenase-like protein
250823_at	0.143885	2.43e-02	-3.36	-3.89597	-1.21	AT5G05180	hypothetical protein
255860_at	0.143991	2.43e-02	3.36	-3.89711	5.38e-01	GUS3	glucuronidase 3
260047_at	0.144022	2.43e-02	3.35	-3.89765	9.72e-01	AT1G73740	UDP-Glycosyltransferase superfamily protein
247725_at	0.14404	2.43e-02	-3.35	-3.89809	-6.28e-01	AT5G59410	Rab5-interacting family protein
259295_at	0.144094	2.43e-02	-3.35	-3.89881	-1.36	AT3G05340	pentatricopeptide repeat-containing protein
257199_at	0.144115	2.44e-02	-3.35	-3.89931	-9.30e-01	AT3G23710	translocon at the inner envelope membrane of chloroplasts 22-III
254587_at	0.144115	2.44e-02	3.35	-3.89958	1.53	AT4G19520	TIR-NBS-LRR class disease resistance protein
266295_at	0.144159	2.44e-02	-3.35	-3.90021	-1.83	TUB7	tubulin beta-7 chain
253740_at	0.144268	2.44e-02	-3.35	-3.90153	-1.40	AT4G28706	pfkB-like carbohydrate kinase family protein
261273_at	0.144268	2.44e-02	-3.35	-3.90167	-1.04	AT1G26650	hypothetical protein
255586_at	0.144275	2.44e-02	-3.35	-3.90219	-6.85e-01	MEE49	protein MATERNAL EFFECT EMBRYO ARREST 49
249888_s_at	0.144275	2.44e-02	3.35	-3.90232	4.17e-01	AT5G37340///AT5G22480	ZPR1 zinc-finger domain protein///ZPR1 zinc-finger domain protein
245215_at	0.1443	2.44e-02	-3.35	-3.90281	-2.34	FXG1	alpha-L-fucosidase 1
263297_at	0.144415	2.45e-02	3.35	-3.90402	1.25	ARFB1A	ADP-ribosylation factor B1A
264923_s_at	0.144416	2.45e-02	3.35	-3.90435	2.72	TPX2///AT1G60740	thioredoxin-dependent peroxidase 2///peroxiredoxin-2D
258713_at	0.144416	2.45e-02	3.35	-3.90462	2.83e-01	AT3G09735	DNA-binding protein S1FA3
259912_at	0.144423	2.45e-02	-3.35	-3.90497	-7.13e-01	iqd8	IQ-domain 8 protein
250569_at	0.144499	2.45e-02	-3.35	-3.90586	-7.59e-01	BIM1	transcription factor BIM1
247997_at	0.144567	2.45e-02	3.35	-3.90669	4.45e-01	ARP8	actin-related protein 8
245825_at	0.144572	2.45e-02	-3.35	-3.90702	-6.60e-01	SK42	shaggy-related protein kinase delta
253582_at	0.14463	2.45e-02	-3.35	-3.90778	-1.00	AT4G30670	putative membrane lipoprotein
259037_at	0.144751	2.46e-02	3.34	-3.90903	2.12	Fes1A	protein Fes1A
254215_at	0.144814	2.46e-02	3.34	-3.90995	2.05	CHX17	cation/H(+) antiporter 17
256010_at	0.144814	2.46e-02	-3.34	-3.91011	-8.03e-01	ARF19	auxin response factor 19
245784_at	0.144859	2.46e-02	-3.34	-3.91076	-1.36	AT1G32190	alpha/beta-hydrolase-like protein
248346_at	0.144893	2.46e-02	3.34	-3.91133	8.16e-01	GB1	GTP-binding protein 1
262536_at	0.144949	2.46e-02	-3.34	-3.91222	-1.60	AT1G17100	SOUL heme-binding protein
265136_at	0.144949	2.46e-02	3.34	-3.91236	1.35	AT1G51270	vesicle-associated protein 1-4
245342_at	0.145271	2.47e-02	-3.34	-3.91538	-6.29e-01	AT4G16720	60S ribosomal protein L15-1
261377_at	0.145271	2.47e-02	-3.34	-3.91558	-8.00e-01	AT1G18850	hypothetical protein
255011_at	0.145271	2.47e-02	3.34	-3.91593	2.19	CYTC-2	cytochrome c-2
258161_at	0.145271	2.47e-02	-3.34	-3.91606	-1.40	AT3G17930	protein DEFECTIVE ACCUMULATION OF CYTOCHROME B6/F COMPLEX
245540_at	0.145278	2.47e-02	3.34	-3.91642	1.00	PDR2	ABC transporter G family member 30
249113_at	0.145356	2.47e-02	-3.34	-3.91732	-4.13e-01	AT5G43790	pentatricopeptide repeat-containing protein
245846_at	0.145435	2.48e-02	3.34	-3.91823	2.11	AT1G26130	putative phospholipid-transporting ATPase 12
251676_at	0.145805	2.48e-02	-3.33	-3.92142	-9.23e-01	AT3G57320	hypothetical protein
254221_at	0.145918	2.49e-02	-3.33	-3.92297	-2.90	AT4G23820	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
245518_at	0.145918	2.49e-02	-3.33	-3.92307	-1.02	RH1	RNA helicase 1
251862_at	0.145918	2.49e-02	3.33	-3.92319	7.63e-01	PUB14	U-box domain-containing protein 14
247478_at	0.145968	2.49e-02	-3.33	-3.92387	-4.43	AT5G62360	plant invertase/pectin methylesterase inhibitor superfamily protein
260332_at	0.146077	2.49e-02	-3.33	-3.92502	-1.26	AT1G70470	hypothetical protein
250181_at	0.146131	2.49e-02	-3.33	-3.92573	-8.63e-01	AT5G14460	pseudouridine synthase family protein
254475_at	0.146182	2.49e-02	-3.33	-3.92643	-7.17e-01	smB	small nuclear ribonucleoprotein associated protein B
251858_at	0.14621	2.49e-02	-3.33	-3.92693	-8.10e-01	PIP2;5	putative aquaporin PIP2-5
245356_at	0.146219	2.50e-02	-3.33	-3.9273	-5.20e-01	MEE58	adenosylhomocysteinase 1
260439_at	0.146349	2.50e-02	3.33	-3.92861	1.39	AT1G68340	hypothetical protein
266056_at	0.146349	2.50e-02	3.33	-3.9289	8.58e-01	ATG18C	ATG18c-like protein
258793_at	0.146369	2.50e-02	3.33	-3.92949	5.72e-01	AT3G04780	hypothetical protein
251219_at	0.146369	2.50e-02	-3.33	-3.92974	-1.02	TBL6	protein trichome birefringence-like 6
263359_at	0.146369	2.50e-02	3.33	-3.92994	3.93e-01	LIP1	triacylglycerol lipase 1
258022_at	0.146369	2.50e-02	3.33	-3.93023	8.88e-01	AT3G19460	reticulon-like protein B11
252592_at	0.14642	2.50e-02	3.33	-3.93151	6.65e-01	MPK3	mitogen-activated protein kinase 3
247346_at	0.14642	2.51e-02	3.32	-3.93185	8.80e-01	DGK2	diacylglycerol kinase 2
264288_at	0.14642	2.51e-02	3.32	-3.93193	1.01	AT1G62045	hypothetical protein
256771_at	0.14642	2.51e-02	3.32	-3.93236	1.22	PRA1.F4///AT3G13700	RNA-binding family protein///RNA recognition motif-containing protein
258776_at	0.14642	2.51e-02	-3.32	-3.93262	-6.40e-01	AT3G11830	TCP-1/cpn60 chaperonin family protein
260565_at	0.14642	2.51e-02	-3.32	-3.93263	-1.74	AT2G43800	formin-like protein 2
263836_at	0.14642	2.51e-02	3.32	-3.93267	1.16	PYL6	abscisic acid receptor PYL6
249830_at	0.146517	2.51e-02	-3.32	-3.93372	-1.53	PYRD	dihydroorotate dehydrogenase
267591_at	0.146675	2.51e-02	-3.32	-3.93523	-1.99	RTFL8	protein rotundifolia like 8
261857_at	0.146694	2.51e-02	-3.32	-3.93568	-6.13e-01	AT1G50620	RING/FYVE/PHD zinc finger-containing protein
259410_at	0.147001	2.52e-02	3.32	-3.93835	4.64	AT1G13340	Regulator of Vps4 activity in the MVB pathway protein
253060_at	0.147074	2.52e-02	3.32	-3.93921	4.26	AT4G37710	VQ motif-containing protein
246147_s_at	0.14708	2.52e-02	3.32	-3.93955	7.69e-01	AT5G20000///RPT6A	AAA-type ATPase family protein///regulatory particle triple-A ATPase 6A
245252_at	0.14726	2.53e-02	3.32	-3.94124	1.63	ERF-1	ethylene-responsive transcription factor 1A
254356_at	0.147265	2.53e-02	-3.32	-3.94157	-1.02	AT4G22190	hypothetical protein
265884_at	0.147349	2.53e-02	-3.32	-3.94251	-2.01	AT2G42320	nucleolar protein gar2-like protein
263201_at	0.147407	2.53e-02	3.31	-3.94325	3.76e-02	APS2	ADP-glucose pyrophosphorylase small subunit 2
248801_at	0.147435	2.53e-02	-3.31	-3.94375	-7.60e-01	HAT2	homeobox-leucine zipper protein HAT2
250974_at	0.147703	2.54e-02	-3.31	-3.94635	-7.42e-01	RHL2	DNA topoisomerase 6 subunit A
255554_at	0.147703	2.54e-02	-3.31	-3.94641	-5.52e-01	AT4G01897	hypothetical protein
266699_at	0.147714	2.54e-02	-3.31	-3.94678	-5.71e-01	AT2G19730	60S ribosomal protein L28-1
254143_at	0.147731	2.54e-02	3.31	-3.94747	3.11e-01	MOS1	protein MODIFIER OF SNC1 1
247980_at	0.147731	2.54e-02	-3.31	-3.94749	-1.53	GNC	GATA transcription factor 21
261023_at	0.147828	2.54e-02	3.31	-3.94907	2.26	AT1G12200	putative flavin monooxygenase
250644_at	0.147828	2.54e-02	3.31	-3.94909	9.55e-01	AT5G06750	putative protein phosphatase 2C
258938_at	0.147828	2.54e-02	-3.31	-3.9495	-1.19	AT3G10080	germin-like protein subfamily 3 member 2
265986_at	0.147828	2.54e-02	-3.31	-3.94966	-7.02e-01	AT2G24230	putative LRR receptor-like serine/threonine-protein kinase
263607_at	0.147828	2.55e-02	-3.31	-3.9497	-7.73e-01	AT2G16270	hypothetical protein
259104_at	0.14813	2.55e-02	-3.31	-3.95268	-9.78e-01	LNG2	longifolia2
251049_at	0.14813	2.55e-02	3.31	-3.95275	3.29e-01	AT5G02430	transducin/WD40 domain-containing protein
259150_at	0.14813	2.55e-02	3.31	-3.95289	2.72	AT3G10320	Glycosyltransferase family 61 protein
266258_at	0.148304	2.56e-02	-3.30	-3.9554	-6.35e-01	AT2G27720	60S acidic ribosomal protein P2-1
254652_at	0.148304	2.56e-02	3.30	-3.95595	2.41	WRKY28	WRKY DNA-binding protein 28
255481_at	0.148304	2.56e-02	-3.30	-3.95604	-5.95e-01	PMS1	DNA mismatch repair protein PMS1
253717_at	0.148304	2.56e-02	3.30	-3.9564	8.99e-01	AT4G29440	regulator of Vps4 activity protein
258836_at	0.148304	2.56e-02	-3.30	-3.95642	-3.71e-01	AT3G07210	hypothetical protein
266327_at	0.148304	2.56e-02	3.30	-3.95647	1.44	HB-7	homeobox-leucine zipper protein ATHB-7
265732_at	0.148304	2.56e-02	3.30	-3.95692	1.70	AT2G01300	hypothetical protein
262246_at	0.148304	2.56e-02	-3.30	-3.95699	-7.57e-01	AGO1	protein argonaute 1
265840_at	0.148304	2.56e-02	-3.30	-3.95743	-1.34	TBL13	trichome birefringence-like 13 protein
265967_at	0.148304	2.56e-02	-3.30	-3.95759	-2.48	AT2G37450	nodulin MtN21 /EamA-like transporter family protein
264726_at	0.148304	2.56e-02	3.30	-3.95784	9.30e-01	AT1G22985	ethylene-responsive transcription factor ERF069
249885_at	0.148304	2.56e-02	-3.30	-3.95817	-7.08e-01	F8H	probable glucuronoxylan glucuronosyltransferase F8H
245448_at	0.148304	2.56e-02	3.30	-3.9583	1.49	RPP4	protein RECOGNITION OF PERONOSPORA PARASITICA 4
251390_at	0.148304	2.56e-02	3.30	-3.95833	3.54e-01	AT3G60860	SEC7-like guanine nucleotide exchange family protein
266914_at	0.148304	2.57e-02	3.30	-3.95873	3.68e-01	BAM7	beta-amylase 7
261904_at	0.148304	2.57e-02	3.30	-3.95886	7.82e-01	AT1G65040	HRD1-like protein
261749_at	0.148347	2.57e-02	-3.30	-3.95948	-9.57e-01	ERD14	dehydrin ERD14
247996_at	0.148389	2.57e-02	3.30	-3.96009	2.65e-01	LLG1	LORELEI-LIKE-GPI-ANCHORED PROTEIN 1
258882_at	0.148405	2.57e-02	3.30	-3.96069	4.63e-01	AT3G06330	RING/U-box domain-containing protein
264419_s_at	0.148405	2.57e-02	3.30	-3.96133	1.42	AT1G43310///CUE1	Nucleotide-sugar transporter family protein///phosphoenolpyruvate/phosphate translocator 1
258758_at	0.148405	2.57e-02	-3.30	-3.96133	-7.05e-01	AT3G10810	C3H4 type zinc finger protein
247707_at	0.148405	2.57e-02	3.30	-3.96137	1.09	AT5G59450	GRAS family transcription factor
267428_at	0.148466	2.57e-02	3.30	-3.96213	6.69e-01	AT2G34840	coatomer subunit epsilon-2
247139_at	0.148579	2.58e-02	-3.30	-3.96328	-1.70	AT5G66090	hypothetical protein
252615_at	0.148631	2.58e-02	-3.30	-3.96416	-1.34	AT3G45230	arabinoxylan pectin
248402_at	0.148631	2.58e-02	-3.30	-3.96425	-2.49	crr1	putative 4-hydroxy-tetrahydrodipicolinate reductase 3
267261_at	0.148649	2.58e-02	-3.30	-3.96518	-9.47e-01	AT2G23120	Late embryogenesis abundant protein, group 6
255928_at	0.148649	2.58e-02	3.30	-3.96557	4.74e-01	AT1G12640	lysophosphatidylcholine acyltransferase 1
254562_at	0.148649	2.58e-02	3.30	-3.96576	1.15	CYP707A1	abscisic acid 8'-hydroxylase 1
251695_at	0.148649	2.58e-02	-3.30	-3.96582	-1.39	AT3G56590	hydroxyproline-rich glycoprotein family protein
247270_at	0.148649	2.58e-02	3.30	-3.96583	5.26e-01	AT5G64220	calmodulin-binding transcription activator 2
252027_at	0.148769	2.58e-02	3.29	-3.96704	1.67e-01	VSR1	vacuolar-sorting receptor 1
257619_at	0.14884	2.59e-02	3.29	-3.968	5.63e-01	ICK3	cyclin-dependent kinase inhibitor 5
245414_at	0.14884	2.59e-02	3.29	-3.9683	2.72e-01	AT4G17310	hypothetical protein
247891_at	0.14884	2.59e-02	-3.29	-3.96867	-1.71	AT5G57960	GTP-binding protein, HflX
253042_at	0.14884	2.59e-02	-3.29	-3.96874	-2.94	AT4G37550	acetamidase/formamidase family protein
266100_at	0.148903	2.59e-02	3.29	-3.96951	1.83	AT2G37980	O-fucosyltransferase family protein
254416_at	0.149028	2.59e-02	3.29	-3.97075	2.64	RK3	receptor kinase 3
248566_s_at	0.149285	2.60e-02	-3.29	-3.973	-3.14	FRO7///FRO6	ferric reduction oxidase 7///ferric reduction oxidase 6
248041_at	0.14935	2.60e-02	-3.29	-3.97378	-2.26e-01	emb2731	protein EMBRYO DEFECTIVE 2731
260444_at	0.149458	2.60e-02	3.29	-3.97489	6.12e-01	AT1G68300	Adenine nucleotide alpha hydrolases-like superfamily protein
251254_at	0.149545	2.60e-02	-3.29	-3.97584	-1.78	AT3G62270	putative boron transporter 2
258357_at	0.149584	2.61e-02	-3.29	-3.97665	-1.31	SRF7	STRUBBELIG-receptor family 7 protein
256300_at	0.149584	2.61e-02	3.29	-3.97675	6.55e-01	NAP	NAC transcription factor protein family
261071_at	0.149584	2.61e-02	-3.29	-3.97725	-1.09	AT1G07380	Neutral/alkaline non-lysosomal ceramidase
246036_at	0.149584	2.61e-02	-3.29	-3.97728	-9.25e-01	AGAL2	alpha-galactosidase 2
259283_at	0.149654	2.61e-02	3.28	-3.97829	5.22e-01	MYB65	myb domain protein 65
250846_at	0.149654	2.61e-02	3.28	-3.97839	1.29	SIR	sulfite reductase
256173_at	0.14971	2.61e-02	-3.28	-3.97914	-5.63e-01	AT1G51730	ubiquitin-conjugating enzyme family protein
256310_at	0.14971	2.61e-02	-3.28	-3.97939	-1.22	ERD4	Early-responsive to dehydration stress protein (ERD4)
247009_at	0.149775	2.61e-02	3.28	-3.98018	1.68	AT5G67600	hypothetical protein
251733_at	0.149868	2.62e-02	-3.28	-3.98117	-1.55e-01	CCH	copper chaperone
